"age.grp","cih","cil","n","rt"
"1",0.362668263888889,0.329634111111111,10,1.0479125
"1.5",0.308925,0.278910282051282,22,1.15778666666667
"2",0.258571045031056,0.224566472222222,30,0.964668
"2.5",0.179359496296296,0.166679246428571,29,0.943332
"3",0.077013398338221,0.0827928290719696,37,0.668175757575758
"3.5",0.0854239266304347,0.0881293487414188,30,0.718113043478261
"4",0.098791856321839,0.0800153802083333,34,0.714993333333333
"4.5",0.128835692934783,0.111464963768116,26,0.674639130434783
