video,utt.num,time.coder1,time.coder2,time.coder3,time.agg,time.agg.adj,utt,objects.present,objects.referred,mom.eyes,mom.hands,mom.point,kid.eyes,kid.hands
A18,80,768,767,764,767.5,261.5,ohh,car,,car,,,car,car
A18,81,770,768,767,767.5,262,uh huh,car,,car,,,mom,car
A18,82,773,768,768,768,262.1,wheres his wheels,car,car,car,car,,car,
A18,83,775,773,769,774,268,ohhhh,car,,car,,,car,car
A18,84,781,779,773,780,274,mhmmm,car,,car,,,car,car
A18,85,782,780,778,781,275,oh is the doors hard you can try,car,car,car,car,,car,
A18,86,784,783,781,783.5,277.5,you can try,car,,car,car,,car,
A18,87,785,784,783,784.5,278.5,pull,car,,car,car,,car,car
A18,88,786,785,785,785,279,you can do em,car,car,car,car,,car,car
A18,89,788,787,787,787,281,ohhh yeah,car,,car,car,,,
A18,90,790,789,788,789.5,283.5,there it goes,car,car,child,car,,,
A18,91,792,792,789,792,286,wanna do the other one,,car,child,car,,,
A18,92,795,792,791,791.5,286.5,wanna do that one,car,car,car,car,car,car,
A18,93,797,797,794,797,291,ok no you gotta pull,car,,car,car,,car,car
A18,94,799,798,797,798.5,292.5,thats a boy,car,,car,car,,car,car
A18,95,800,800,799,800,294,ohh wow,car,,car,car,,car,car
A18,96,802,803,800,802.5,296.5,you got both doors,car,car,car,car,,,
A18,97,806,805,802,805.5,299.5,yeah i dont think he has doors,car bear,bear,truck,car,,truck,truck
A18,98,808,809,806,808.5,302.5,see hes got little ones right there,car bear,bear,truck,car,truck,truck,truck
A18,99,811,809,809,809,303,heres the teddy bear,car bear,bear,truck,car,truck,truck,truck
A18,100,813,815,811,814,308,the big big bear,car bear,bear,truck,car,,truck,truck
A18,101,816,818,815,815.5,309.5,you gonna close em,car bear,car,car,car,,car,car truck
A18,102,820,822,818,821,315,wanna do the other one,car bear,car,truck,car,,truck,car truck
A18,103,822,824,822,822,316,can you do the other one,car bear,car,car,car,,car,car truck
A18,104,824,827,824,824,318,kay,car bear,,car,,,car,car truck
A18,105,830,829,827,829.5,323.5,mhmmm,car bear,,car,,,car,car truck
A18,106,836,839,829,837.5,331.5,its a car,car bear,car,car,,,car,car truck
A18,107,840,841,839,840.5,334.5,where,car bear,,car,,,car,car truck
A18,108,845,844,841,844.5,338.5,uh huh its a car,,car,car,car,,,
A18,109,857,850,844,847,341,it goes fast,,car,car,car,,,
A18,110,849,852,851,851.5,345.5,kay,,,,car,,,
A18,111,853,858,855,854,348,kay,,,,car,,,
A18,112,855,860,857,856,350,oh youll place them I guess,
A18,113,858,862,858,858,352,kay,
A18,114,860,864,860,860,354,i dont,book
