video,utt.num,time.coder1,time.coder2,time.coder3,time.agg,time.agg.adj,utt,objects.present,objects.referred,mom.eyes,mom.hands,mom.point,kid.eyes,kid.hands
A3,40,255,252,253,252.5,206,theyre both red,car truck,car truck,child,car,,car,truck
A3,41,257,254,255,254.5,208,red cars,car truck,car truck,child,car,,car,truck
A3,42,285,256,257,256.5,210,and wheels,car truck,truck,truck,car,truck,truck,truck
A3,43,287,284,285,284.5,238,is that a car,car truck,car,child,,,,car
A3,44,293,286,287,286.5,240,is that a car,car truck,car,child,,,,car
A3,45,296,291,292,291.5,245,and a truck,car truck,truck,child,,,,car
A3,46,297,294,296,296.5,250,truck,car truck,truck,child,,truck,truck,car
A3,47,313,296,297,296.5,250,car,car truck,car,child,,car,car,car
A3,48,317,312,313,312.5,266,Oh the doggy,dog,dog,child,,,dog,dog
A3,49,354,314,316,315,268.5,he loves dogs,dog,dog,,,,,dog
A3,50,356,352,354,355,308.5,look at you,car,,child,truck,,,car
A3,51,359,354,356,355,308.5,look at you,car truck,,child,truck,,mom,car
A3,52,361,358,359,358.5,312,want the truck,car truck,truck,child,truck,,,car
A3,53,362,360,361,361.5,315,want the truck,car truck,truck,child,,truck,truck,car
A3,54,364,361,362,361.5,315,heres the truck,car truck,truck,child,,truck,truck,car
A3,55,365,362,364,364.5,318,you take the truck,dog,truck,truck,truck,,truck,
A3,56,368,363,365,364,317.5,ill take the car,dog,car,car,car,,truck,
A3,57,438,366,367,366.5,320,he wants the dog,dog,dog,child,,,dog,
A3,58,440,436,437,436.5,390,oh look at the brush,box brush,brush,child,box,,brush,brush
A3,59,446,439,440,439.5,393,but whats inside the box,box brush,box,child,box,,box,brush
A3,60,447,444,445,444.5,398,are you gonna brush your hair,box brush,,child,box,,,brush
A3,61,449,445,446,445.5,399,brush your hair,box brush,,child,box,,,brush
A3,62,450,447,448,447.5,401,brush your hair,box brush,,child,brush box,,box,
A3,63,454,449,450,449.5,403,and we brush spencers hair very nicely,box brush,,child,brush,,box,box
A3,64,458,452,454,453,406.5,no hair to brush,box brush,,child,brush,,box,box
A3,65,459,457,458,458.5,412,brush brush brush,box brush,,child,brush,,box,box
A3,66,470,458,459,458.5,412,whats inside the box,box brush,box,box,box,,box,box
A3,67,473,469,470,469.5,423,ah brush your hair,box brush,,child,box,,,brush
A3,68,477,472,473,472.5,426,brush your hair,box brush,,child,box,,brush,brush
A3,69,478,476,477,477.5,431,is there anything inside there,box brush,box,child,box,,box,brush
A3,70,479,477,478,478.5,432,whats inside there,box brush,box,child,,,box,box
A3,71,481,478,479,478.5,432,look inside,box brush,,child,,,box,box
A3,72,483,479,480,479.5,433,open it up there you go,box brush,box,child,,,,box
A3,73,487,482,483,482.5,436,all gone,box brush,,box,,,box,box
A3,74,491,486,487,486.5,440,destroy your teeth,box brush,,brush,,,box,box
A3,75,492,489,490,489.5,443,brush your hair brush your hair,box brush,,child,brush,,brush,box
A3,76,500,495,492,493.5,447,brush your hair,box brush,,child,,,brush,brush
A3,77,20,498,499,498.5,452,heres let put it,box brush,brush,brush,box brush,,box,
A3,78,525,499,500,499.5,453,will this go in here,box brush,box brush,brush box,brush box,,brush box,
A3,79,563,522,523,522.5,476,a baby,baby,baby,child,box,,,brush
A3,80,565,561,563,564,517.5,brush brush brush,box brush,,child,,,,brush
A3,81,567,564,565,564.5,518,brush,box brush,,child,,,brush,brush
A3,82,571,566,567,566.5,520,brush,box brush,,child,,,brush,brush
A3,83,574,570,571,570.5,524,ooo whats that,box brush,brush,child,,,brush,brush
A3,84,578,573,574,573.5,527,a blue handle,box brush,brush,child,,,,brush
A3,85,590,577,578,577.5,531,a blue brush,box brush,brush,child,,,brush,brush
A3,86,594,589,590,589.5,543,whats that,box brush,brush,brush,,brush,brush,brush
A3,87,599,593,593,593,546.5,ooo hook,box brush,brush,brush,,brush,brush,brush
A3,88,602,597,598,597.5,551,hook,box brush,brush,child,,,brush,brush
A3,89,604,600,601,600.5,554,is that a box,box brush,box,child,,,box,box
A3,90,607,603,604,603.5,557,open the box,box brush,box,child,,,box,box
A3,91,607,605,606,606.5,560,ha,box brush,,child,,,box,box
A3,92,610,606,607,606.5,560,whats inside,box brush,,child,,,box,box
A3,93,614,609,610,609.5,563,close it up open it up,box brush,box,child,,,box,box
A3,94,620,612,614,613,566.5,and close it,box brush,box,child,,,box,box
A3,95,622,619,620,619.5,573,brush brush brush brush brush,box brush,,brush,brush,,brush,box
A3,96,624,621,623,623.5,577,brush brush brush,box brush,,child,brush,,brush,
A3,97,650,623,624,623.5,577,brush brush brush brush brush,box brush,,child,brush,,brush,
A3,98,659,649,650,649.5,603,bang bang bang bang,box brush,,child,,,,brush box
A3,99,662,658,659,658.5,612,are you being a ham,box brush,,child,child,,,brush
A3,100,666,661,661,661,614.5,are you being a ham,box brush,,child,child,,,brush
A3,101,669,665,666,665.5,619,uh oh,box brush,,child,,,,brush
A3,102,676,667,668,667.5,621,uh oh,box brush,,child,,,,brush
A3,103,679,675,676,675.5,629,wheres your baby,box brush baby,baby,baby,,,baby,brush
A3,104,684,677,678,677.5,631,oh the baby ah spencers baby,baby blocks,baby,baby,,,baby,baby
A3,105,687,683,684,683.5,637,blocks,baby blocks,blocks,blocks,,,blocks,baby
A3,106,693,685,686,685.5,639,blocks,baby blocks,blocks,blocks,,,blocks,blocks
A3,107,700,689,690,689.5,643,blocks,baby blocks,blocks,blocks,,,blocks,blocks
A3,108,706,691,692,691.5,645,look at your blocks,baby blocks,blocks,child,blocks,,,blocks
A3,109,707,698,700,699,652.5,look at your blocks,baby blocks,blocks,child,blocks,,,blocks
A3,110,709,705,707,708,661.5,look at your blocks,baby blocks,blocks,child,,,,blocks
A3,111,711,708,708,708,661.5,what happens,baby blocks,,child,blocks,,blocks,blocks
A3,112,714,709,710,709.5,663,and what happens here,baby blocks,,child,blocks,,blocks,
A3,113,720,713,713,713,666.5,oh knock em over,baby blocks,blocks,child,,,blocks,blocks
A3,114,720,718,719,719.5,673,uh oh,baby blocks,,child,blocks,,,
A3,115,721,719,720,720.5,674,uh oh,baby blocks,,child,blocks,,,
A3,116,726,720,721,720.5,674,spencer where are your blocks,baby blocks,blocks,blocks,blocks,,,
A3,117,734,724,725,724.5,678,and heres your baby,baby blocks,baby,baby,baby,,,blocks
A3,118,748,732,734,733,686.5,spencer look at these blocks,,blocks,child,blocks,,,
A3,119,767,746,747,746.5,700,ah look at the baby playing with the blocks,baby blocks,baby blocks,baby blocks,baby blocks,,,
A3,120,777,765,766,765.5,719,look at the baby,baby blocks,baby,baby blocks,baby blocks,,baby blocks,
A3,121,817,776,777,776.5,730,spencer look at these,baby blocks,blocks,child,baby blocks,,,
A3,122,819,815,817,818,771.5,look at the baby,baby blocks,baby,baby,baby,,baby,baby
A3,123,821,818,819,818.5,772,look at the baby,baby blocks,baby,baby,baby,,baby,baby
A3,124,826,819,820,819.5,773,see the eyes and the nose cheeks and the mouth,baby blocks,baby,baby,,baby,baby,baby
A3,125,830,825,826,825.5,779,yes theres her mouth,baby blocks,baby,baby,,baby,baby,baby
A3,126,832,828,829,828.5,782,look at the baby,baby blocks,baby,baby blocks,baby,,,
A3,127,834,830,832,833,786.5,and your blocks,baby blocks,blocks,baby blocks,baby blocks,,,
A3,128,837,832,833,832.5,786,one two three,baby blocks,,baby blocks,blocks,,blocks
A3,129,841,836,837,836.5,790,yeah,baby blocks,,child,,,
A3,130,842,839,840,839.5,793,spencer ready,,,child,blocks,,
A3,131,844,840,841,840.5,794,spencer ready,,,child,blocks,,
A3,132,868,842,843,842.5,796,one two three,baby blocks,,blocks,blocks,,blocks
