video,utt.num,time.coder1,time.coder2,time.coder3,time.agg,time.agg.adj,utt,objects.present,objects.referred,mom.eyes,mom.hands,mom.point,kid.eyes,kid.hands
A20,1,30,30,26,30,0,this is a pig,dog pig,pig,child,pig,,dog,dog
A20,2,34,34,29,34,4,daddys been trying to teach you how to say pig,dog pig,pig,child,pig,,dog,dog
A20,3,37,37,32,37,7,thats right thats a doggy,dog pig,dog,child,pig,,dog,dog
A20,4,40,40,36,40,10,this is a pig,dog pig,pig,child,pig,,pig,dog pig
A20,5,42,42,38,42,12,can you say pig,dog pig,pig,child,pig,,pig,dog pig
A20,6,44,43,40,43.5,13.5,ok,dog pig,,child,,,pig,dog pig
A20,7,52,52,42,52,22,do you want to wear the pig,dog pig,pig,child,,,pig,dog pig
A20,8,54,54,51,54,24,this is the doggy,dog pig,dog,child,dog,,dog,dog pig
A20,9,57,56,53,56.5,26.5,and this is the pig,dog pig,pig,child,dog pig,,pig,dog pig
A20,10,62,62,57,62,32,ohhh see how the pig can hold your nose,dog pig,pig,child,dog pig,,pig,
A20,11,63,63,60,63,33,nose,dog pig,,child,pig,,mom,dog
A20,12,67,67,62,67,37,wheres the pigs nose,dog pig,pig,pig,pig,,pig,dog
A20,13,70,70,65,70,40,show me the pigs nose,dog pig,pig,child,pig,,pig,dog
A20,14,72,72,68,72,42,thats the pigs ear,dog pig,pig,pig,pig,,pig,dog pig
A20,15,78,78,71,78,48,wheres the pigs nose,dog pig,pig,child,pig,,pig,dog
A20,16,81,82,75,81.5,51.5,are you hugging the pig,dog pig,pig,child,child pig,,pig,dog pig
A20,17,87,87,80,87,57,can you hug the doggy,dog pig,dog,child,pig,,dog,dog
A20,18,90,89,86,89.5,59.5,ahhh,dog pig,,child,pig,,,dog
A20,19,99,98,88,98.5,68.5,wheres the doggys nose,dog pig,dog,child,pig,,,dog
A20,20,100,100,97,100,70,yeah,dog pig,,child,,,,dog pig
A20,21,,104,98,101,71,can you put your hand inside,dog pig,pig,pig,pig,,pig,dog pig
A20,22,104,108,103,103.5,73.5,ohh where did your hand go,dog pig,,child,pig,,pig,dog pig
A20,23,107,111,107,107,77,hello caitlin,dog pig,,child,pig,,pig,dog pig
A20,24,109,113,110,109.5,79.5,hello,dog pig,,child,pig,,pig,dog pig
A20,25,117,117,111,117,87,hello caitlin,dog pig,,child,pig,,pig,dog pig
A20,26,129,129,116,129,99,you want to show dee the pig,dog pig,pig,child,,,,dog pig
A20,27,132,132,127,132,102,whooo,dog pig,,pig,,,pig,dog pig
A20,28,136,139,131,137.5,107.5,the pig makes noise,dog pig,pig,child,,,pig,dog pig
A20,29,141,142,134,141.5,111.5,oh,dog pig,,pig,pig,,pig,dog pig
A20,30,143,143,140,143,113,can you squeak it,dog pig,pig,pig,pig,,pig,dog pig
A20,31,145,145,142,145,115,its up there,dog pig,pig,pig,pig,,pig,dog pig
A20,32,147,146,143,146.5,116.5,those are the ears,dog pig,pig,pig,pig,,pig,dog pig
A20,33,153,152,145,152.5,122.5,its on the forehead,dog pig,pig,pig,pig,,pig,dog pig
A20,34,160,160,151,160,130,frustrating,dog pig,,pig,,,,
A20,35,163,223,159,161,131,is that no thats a doggy,dog pig,dog,dog,pig,,dog,dog
A20,36,165,164,162,164.5,134.5,buppie,dog pig,,child,pig,,dog,dog
A20,37,167,166,164,166.5,136.5,i think buppies in your crib,dog pig,,child,pig,,dog,dog
A20,38,171,170,165,170.5,140.5,buppies a lot bigger,dog pig,,child,pig,,dog,dog
A20,39,175,174,169,174.5,144.5,and buppies a bear,dog pig,,child,pig,,,dog
A20,40,176,176,173,176,146,yeah thats a doggy,dog,dog,child,pig,,,dog
A20,41,185,184,174,184.5,154.5,you think theres something else in there,dog,,child,pig,,,dog
A20,42,188,187,184,187.5,157.5,what sound does a doggy make,dog pig,dog,child,pig child,,mom,dog
A20,43,190,189,186,189.5,159.5,thats my microphone,dog pig,,mom,pig,,mom,dog
A20,44,194,193,188,193.5,163.5,what sound does the doggy make,dog pig,dog,child,pig,,mom,dog
A20,45,195,194,192,194.5,164.5,thank you,dog pig,,,pig,,,dog
A20,46,197,197,193,197,167,can i put it back in,dog pig,,,pig,,mom,dog
A20,47,210,208,195,209,179,can we put it back in,dog pig,,child,pig,,mom,dog
A20,48,212,211,206,211.5,181.5,should we put the dog the doggy in here,dog pig,dog,,pig,,,dog
A20,49,215,214,209,214.5,184.5,you want the doggy to have a place to sit,dog pig,dog,,pig,,,dog
A20,50,218,217,213,217.5,187.5,sit,dog pig,,,pig,,,dog
A20,51,220,220,216,220,190,we could we could put the pig in there,dog pig,pig,child,pig,,pig,dog
A20,52,223,223,218,223,193,they could have a party,dog pig,,child,,,pig,dog
A20,53,227,227,221,227,197,party,dog pig,,child,,,pig,dog
A20,54,232,232,226,232,202,now the doggy and the pig are with boujeval,dog pig,,dog pig,,,dog pig,
A20,55,235,235,231,235,205,wheres figment,dog pig,dog pig,child,,,,
A20,56,238,238,234,238,208,do you want to go get figment,dog pig,,,,,,
A20,57,241,240,236,240.5,210.5,is figment over there,dog pig,,,,,,
A20,58,247,247,239,247,217,oh youre going to take boujeval over,dog pig,,,,,,
A20,59,259,258,245,258.5,228.5,time to get out,dog pig,,,,,,
A20,60,262,261,257,261.5,231.5,you did it,dog pig,,pig,,,pig,pig
A20,61,262,262,260,262,232,you did it,dog pig,,pig,,,pig,pig
A20,62,267,267,261,267,237,i dont think the doggy does it,dog pig,dog,dog,,,dog,dog
