video,utt.num,time.coder1,time.coder2,time.coder3,time.agg,time.agg.adj,utt,objects.present,objects.referred,mom.eyes,mom.hands,mom.point,kid.eyes,kid.hands
A28,1,5,6,5,5,0,whats that,car truck popnpals,car,child,car,,car,
A28,2,7,8,8,8,3,whats that,car truck popnpals,car,child,car,,truck,
A28,3,9,10,9,9,4,oh you like that one,car truck popnpals,car,child,,,truck,
A28,4,10,12,11,11.5,6.5,oh you like that one now,car truck popnpals,car,child,,,car,car
A28,5,13,14,14,14,9,what is it,car truck popnpals,car,child,,,car,car
A28,6,19,20,19,19,14,thats not ga,car truck popnpals,car,car,,,,car
A28,7,21,22,21,21,16,come here let me see,car truck popnpals,,car,,,car,car
A28,8,22,23,23,23,18,let me see,car truck popnpals,,child,,,car,car
A28,9,24,25,24,24,19,let me see,car truck popnpals,,child,,,car,car
A28,10,25,26,26,26,21,let me see,car truck popnpals,,child,,,car,car
A28,11,27,29,28,28.5,23.5,thank you,car truck popnpals,,child,car,,car,car
A28,12,29,30,29,29,24,ah look look,car truck popnpals,,child,car,,car,car
A28,13,31,32,32,32,27,look what it does,car truck popnpals,car,car,car,,car,
A28,14,33,34,34,34,29,look,car truck popnpals,,car,car,,car,car
A28,15,34,35,35,35,30,look at that,car truck popnpals,car,car,car,,car,car
A28,16,35,35,36,35,30,come here,car truck popnpals,,car,,,car,car
A28,17,40,40,41,40,35,what about this one,car truck popnpals,truck,truck,truck,,,car
A28,18,44,41,42,41.5,36.5,What,car truck popnpals,,child,truck,,,car
A28,19,45,43,44,44.5,39.5,what do you think of that one,car truck popnpals,truck,child,truck,,truck,car
A28,20,48,50,48,48,43,hum does it bounce,car truck popnpals,car,child,truck,,car,car
A28,21,49,50,50,50,45,its not a ball,car truck popnpals,car,child,truck,,mom,car
A28,22,51,52,52,52,47,its not a ball,car truck popnpals,car,child,truck,,,car
A28,23,54,55,54,54,49,how about this one you want to push this one,car truck popnpals,truck,child,truck,,truck,car
A28,24,56,57,56,56,51,can you push it,car truck popnpals,truck,child,truck,,truck,car
A28,25,58,60,58,58,53,um you can pound it,car truck popnpals,car,child,truck,,truck,
A28,26,62,62,62,62,57,can you push it,car truck popnpals,truck,truck,,,truck,truck
A28,27,64,65,65,65,60,shake it does it rattle,car truck popnpals,truck,truck,,,truck,truck
A28,28,69,70,70,70,65,is does rattle,car truck popnpals,truck,child,,,,truck
A28,29,70,73,71,70.5,65.5,thats a good toy,car truck popnpals,truck,child,,,truck,truck
A28,30,73,74,73,73,68,thats a good toy huh,car truck popnpals,truck,child,,,mom,truck
A28,31,75,76,76,76,71,you like that new toy,car truck popnpals,truck,child,,,truck,truck
A28,32,85,87,86,86.5,81.5,which toy which toy,car truck popnpals,car truck,car,,,car,
A28,33,86,89,88,88.5,83.5,which toy do you like,car truck popnpals,car truck,child,car truck,,car,
A28,34,89,90,89,89,84,which one,car truck popnpals,,child,car truck,,car,
A28,35,89,91,90,90.5,85.5,this one or this one,car truck popnpals,car truck,child,car truck,,car,
A28,36,93,94,93,93,88,that one,car truck popnpals,car,child,car truck,car,car,car
A28,37,96,96,97,96,91,race it around,car truck popnpals,car,car,,car,car,car
A28,38,97,97,98,97,92,can you make it race around,car truck popnpals,car,child,,,mom,car
A28,39,100,100,99,100,95,lets see,car truck popnpals,,child,,,car,car
A28,40,101,101,101,101,96,no dont do that that isnt what it does,car truck popnpals,car,child,,,car,car
A28,41,105,108,105,105,100,funny joke funny joke,car truck popnpals,,child,,,mom,car
A28,42,109,110,110,110,105,its not a bouncy toy,car truck popnpals,car,child,,,,
A28,43,111,112,112,112,107,this is not a bouncy toy,car truck popnpals,car,child,car,,,
A28,44,114,114,115,114,109,oh enough of these toys,car truck popnpals,car truck,child,car,,,
A28,45,116,117,117,117,112,back to bert and ernie,car truck popnpals,popnpals,car,car,,,
A28,46,121,121,120,121,116,hey andrew andrew,car truck popnpals,,car,car,,,
A28,47,124,125,125,125,120,oh you can get those to bounce thats why,car truck popnpals,,child,truck,,,
A28,48,127,128,128,128,123,you want to bounce those toys,car truck popnpals,,child,,,,
A28,49,133,134,134,134,129,whats that,car truck popnpals,,child,,,,
A28,50,138,142,139,138.5,133.5,andrew,car truck popnpals,,child,,,,
A28,51,141,144,141,141,136,what is this toy,car truck popnpals,,child,car,,,
A28,52,151,153,152,152.5,147.5,come here,car truck popnpals,,child,car,,car,
A28,53,152,153,152,152,147,what about this toy,car truck popnpals,car,child,car,,car,
A28,54,153,154,155,154.5,149.5,what about this one,car truck popnpals,car,child,car,,car,
A28,55,154,156,156,156,151,do you like this toy,car truck popnpals,car,child,car,,car,car
A28,56,158,160,159,159.5,154.5,you just stick it in your mouth,car truck popnpals,car,child,,,,car
A28,57,161,162,162,162,157,what does it do,car truck popnpals,car,child,,,,car
A28,58,162,163,163,163,158,what does the car do,car truck popnpals,car,child,,,,car
A28,59,165,166,166,166,161,what does the car do,car truck popnpals,car,child,,,,car
A28,60,168,170,169,169.5,164.5,watch this watch,car truck popnpals,,child,,,mom,car
A28,61,170,172,171,171.5,166.5,look at this andrew,car truck popnpals,,car,car,,car,
A28,62,172,174,172,172,167,watch this,car truck popnpals,,car,car,,car,
A28,63,177,178,178,178,173,can you do that,car,,car,car,,car,car
A28,64,181,182,181,181,176,no you just want to bang it and make noise with it,car,car,child,,,car,car
A28,65,185,186,186,186,181,rolling around is not interesting to you yet,car,,child,,,car,car
A28,66,193,194,194,194,189,oh look,car truck popnpals,,car,car,,car,
A28,67,196,197,196,196,191,look,car truck popnpals,,car,car,,car,
A28,68,197,200,198,197.5,192.5,what about that,car truck popnpals,,car,car,,car,
A28,69,200,202,202,202,197,what do you think of that,car truck popnpals,,car,car,,car,
A28,70,202,205,205,205,200,what do you think of that,car truck popnpals,,car,car,,car,
A28,71,205,206,206,206,201,can you do that,car truck popnpals,,car,car,,car,
A28,72,206,207,207,207,202,touch it,car truck popnpals,car,car,car,,car,car
A28,73,207,208,208,208,203,you can touch it,car truck popnpals,car,car,car,,car,car
A28,74,208,209,209,209,204,see,car truck popnpals,,car,car,,car,car
A28,75,212,213,211,212.5,207.5,you touch the wheels,car truck popnpals,car,car,car,,car,car
A28,76,214,215,213,214.5,209.5,touch the wheels,car truck popnpals,car,car,car,,car,car
A28,77,216,217,215,216.5,211.5,touch the wheels,car truck popnpals,car,car,car,,car,car
A28,78,220,219,217,219.5,214.5,see,car truck popnpals,,car,car,,car,
A28,79,222,222,219,222,217,look at this,car truck popnpals,,car,car,,car,
A28,80,223,225,221,224,219,do this,car truck popnpals,,car,car,,car,
A28,81,228,226,229,228.5,223.5,can you push it,car truck popnpals,car,car,car,,car,car
A28,82,229,228,230,229.5,224.5,can you push it,car truck popnpals,car,car,car,,car,car
A28,83,231,232,233,232.5,227.5,lookit like this,car truck popnpals,,child,car,,car,car
A28,84,234,235,235,235,230,can you do that,car truck popnpals,,car,car,,car,
A28,85,235,237,237,237,232,do that,car truck popnpals,,car,car,,car,car
A28,86,238,240,239,239.5,234.5,thats good andrew,car truck popnpals,,car,car,,car,
A28,87,240,240,240,240,235,wow look at this door,car truck popnpals,car,car,car,,car,
A28,88,241,243,242,242.5,237.5,how about this door,car truck popnpals,car,car,car,,car,car
A28,89,244,246,245,245.5,240.5,hum,car truck popnpals,,child,,,popnpals,
A28,90,247,248,248,248,243,not too interesting,car truck popnpals,,popnpals,,,mom,
A28,91,248,250,249,249.5,244.5,back to bert and ernie,car truck popnpals,popnpals,popnpals,popnpals,,popnpals,
A28,92,251,252,251,251,246,now what about this truck,car truck popnpals,truck,truck,truck,,,popnpals
A28,93,254,254,254,254,249,look at these wheels,car truck popnpals,truck,truck,truck,,truck,
A28,94,262,263,262,262,257,its a shaker toy,car truck popnpals,truck,truck,truck,,truck,truck
A28,95,264,265,264,264,259,is this a shaker toy,car truck popnpals,truck,truck,truck,,truck,truck
A28,96,266,267,266,266,261,no its a wheels,car truck popnpals,truck,truck,truck,,truck,truck
A28,97,268,268,268,268,263,see it has wheels like mamas car,car truck popnpals,truck,truck,truck,,truck,truck
A28,98,270,270,270,270,265,see,car truck popnpals,,truck,truck,,truck,truck
A28,99,273,273,273,273,268,what do you think of that,car truck popnpals,,child,truck,,,
A28,100,275,276,276,276,271,what do you think of that,car truck popnpals,,child,truck,,,
A28,101,277,278,278,278,273,hm,car truck popnpals,,truck,truck,,truck,
A28,102,279,279,280,279,274,what do you think,car truck popnpals,,truck,truck,,truck,
A28,103,282,283,283,283,278,well thats right you can push it you can push it,car truck popnpals,truck,truck,truck,,truck,truck
A28,104,311,313,312,312.5,307.5,yes you try to push it see,car truck popnpals,truck,truck,,,truck,truck
A28,105,312,314,313,313.5,308.5,try to push it,car truck popnpals,truck,truck,truck,,truck,
A28,106,316,315,314,315.5,310.5,try to push it,car truck popnpals,truck,truck,truck,,truck,
A28,107,317,317,317,317,312,can you push it,car truck popnpals,truck,child,truck,,mom,
A28,108,320,319,318,319.5,314.5,can you push it,car truck popnpals,truck,child,truck,,,
A28,109,,321,321,321,316,can you push it,car truck popnpals,truck,child,truck,,,
A28,110,322,322,322,322,317,look andrew,car truck popnpals,,child,truck,,,
A28,111,327,329,328,328.5,323.5,whats the truck say,car truck popnpals,truck,child,truck,,truck,
A28,112,332,334,333,333.5,328.5,like that,car truck popnpals,,child,truck,,truck,
A28,113,334,335,334,334,329,like that and look at the car,car truck popnpals,car,car,car,,car,
A28,114,338,339,339,339,334,what about this one,car truck popnpals,,car,car truck,,truck,
A28,115,341,342,342,342,337,what about that game,car truck popnpals,,car,car,,car,
A28,116,343,344,343,343,338,can you do that,car truck popnpals,,child,car,,car,
A28,117,345,346,346,346,341,can you do that,car truck popnpals,,child,truck,,car,
A28,118,350,351,350,350,345,you could shut the door thats good,car truck popnpals,car,child,,,car,car
A28,119,352,353,353,353,348,try shutting the door,car truck popnpals,car,car,car,,car,car
A28,120,354,355,356,355.5,350.5,um not just throw this car,car truck popnpals,car,car,car,,car,
A28,121,359,360,358,359.5,354.5,do that,car truck popnpals,,child,car,,car,
A28,122,360,363,360,360,355,can you do that,car truck popnpals,,child,car,,car,car
A28,123,364,366,365,365.5,360.5,what does it do,car truck popnpals,car,child,car,,car,car
A28,124,365,367,366,366.5,361.5,what does that car do,car truck popnpals,car,child,car,,truck,
A28,125,367,368,368,368,363,um,car truck popnpals,,child,,,truck,truck
A28,126,387,388,388,388,383,thats funny huh,,,child,,,truck,
A28,127,390,390,390,390,385,real funny,,,child,,,,
A28,128,391,393,392,392.5,387.5,that funny toy,,,child,,,,
A28,129,393,395,393,393,388,mama likes these two toys,,car truck,car truck,car truck,,,
A28,130,398,400,399,399.5,394.5,do you like these two toys,,car truck,car truck,car truck,,,
A28,131,401,402,402,402,397,andrew what about this look,,,truck,truck,,,
A28,132,407,409,408,408.5,403.5,funny,car truck popnpals,,child,car truck,,car truck,
A28,133,410,411,411,411,406,yeah thats funny,car truck popnpals,,child,car truck,,mom,
A28,134,412,412,412,412,407,come here,car truck popnpals,,child,car truck,,,
A28,135,413,413,413,413,408,come here,car truck popnpals,,child,car truck,,car truck,
A28,136,417,417,417,417,412,can you do that,car truck popnpals,,child,car truck,,,
A28,137,422,423,423,423,418,gotta sit up,car truck popnpals,,child,child,,,truck
A28,138,426,427,427,427,422,take this one,car truck popnpals,truck,truck,car truck,,truck,
A28,139,428,430,429,429.5,424.5,now take this one,car truck popnpals,car,car,car,,car,truck
A28,140,431,432,432,432,427,got to go like this andrew,car truck popnpals,,car truck,car truck,,truck,car
A28,141,443,445,444,444.5,439.5,too much concentration,car truck popnpals,,child,car truck,,,
A28,142,456,459,459,459,454,humm humm,car truck popnpals,,child,car truck,,,
A28,143,459,460,460,460,455,you like those toys better,car truck box brush,brush box,box brush,truck,,brush,
A28,144,462,463,463,463,458,you like those toys better,car truck box brush,brush box,brush,,,brush,brush
A28,145,468,469,468,468,463,oh now you want the trucks cause theyre away,box brush,car truck,child,,,,brush
A28,146,470,471,471,471,466,what about that toy,box brush,brush,brush,,brush,brush,brush
A28,147,472,473,473,473,468,thats like your brush huh,box brush,brush,child,,brush,brush,brush
A28,148,474,478,475,474.5,469.5,kind of like your brush,box brush,brush,child,,,brush,brush
A28,149,477,480,478,477.5,472.5,like your brush,box brush,brush,child,,,brush,brush
A28,150,483,485,484,484.5,479.5,like you have to chew on it andrew,box brush,brush,child,,,,brush
A28,151,487,488,488,488,483,lets look at this one,box brush,box,brush,brush,,brush,
A28,152,492,493,492,492,487,did you do that,box brush,,child,brush,,brush,brush
A28,153,493,495,494,494.5,489.5,can you do that,box brush,,child,brush,,brush,brush
A28,154,495,502,496,495.5,490.5,come here,box brush,,child,brush,,brush,brush
A28,155,496,504,498,497,492,here,box brush,,child,brush,,brush,brush
A28,156,506,508,507,507.5,502.5,that make a noise,box brush,,child,,,,brush
A28,157,508,509,508,508,503,what about this,box brush,,child,brush,,brush,brush
A28,158,521,522,521,521,516,come here booboo,box brush,,child,child,,brush,brush
A28,159,524,523,524,524,519,ha,box brush,,child,,,,brush
A28,160,524,525,525,525,520,amazing look what you can do,box brush,,child,,,,brush
A28,161,526,527,527,527,522,look,box brush,,brush,brush,,brush,
A28,162,530,531,530,530,525,oh whats in there,box brush,box,box,box brush,,box,
A28,163,535,533,533,533,528,whats in there,box brush,box,box,box brush,,box,
A28,164,537,535,535,535,530,lookit,box brush,,box,box brush,,box,
A28,165,537,537,536,537,532,whats in there,box brush,box,child,box brush,,box,
A28,166,539,538,537,538.5,533.5,whats there,box brush,box,child,box brush,,box,
A28,167,540,540,538,540,535,whats in there,box brush,box,child,box brush,,box,
A28,168,542,542,541,542,537,whats in there,box brush,box,child,box brush,,box,
A28,169,543,544,544,544,539,what is it,box brush,box,child,box brush,,box,
A28,170,545,546,546,546,541,look,box brush,,child,box brush,,brush,
