video,utt.num,time.coder1,time.coder2,time.coder3,time.agg,time.agg.adj,utt,objects.present,objects.referred,mom.eyes,mom.hands,mom.point,kid.eyes,kid.hands
A4,1,4,3,,3.5,0,look look what we got here,dog pig,,dog pig,child,dog pig,,
A4,2,5,5,388,5,1.5,look what we got,dog pig,,pig,child pig,,pig,
A4,3,6,6,433,6,2.5,what this,dog pig,pig,pig,child pig,,pig,
A4,4,8,7,505,7.5,4,this a pig,dog pig,pig,pig,child pig,,pig,pig
A4,5,10,8,,9,5.5,oink pig oh where you going,dog pig,pig,,child pig,,pig,pig
A4,6,12,9,,10.5,7,where you going,dog pig,,child,child pig,,pig,
A4,7,14,14,,14,10.5,yes,dog pig,,child,child pig,,,
A4,8,16,15,,15.5,12,whats he saying,dog pig,pig,child,child pig,,,
A4,9,18,16,,17,13.5,look see,dog pig,,child,child pig,,pig,
A4,10,19,17,,18,14.5,hes got little ears,dog pig,pig,pig,child pig,,pig,
A4,11,20,19,1219,19.5,16,see the eyes,dog pig,pig,pig,child pig,,pig,
A4,12,21,20,,20.5,17,can you see the piggys eyes,dog pig,pig,pig,child pig,,,
A4,13,27,26,1674,26.5,23,what,dog pig,,pig,child pig,,,
A4,14,28,27,1716,27.5,24,eric look,dog pig,,pig,child pig,,,
A4,15,29,28,1755,28.5,25,Ha,dog pig,,pig,child pig,,pig,
A4,16,30,30,1885,30,26.5,it squeaks,dog pig,pig,pig,child pig,,pig,
A4,17,37,36,2255,36.5,33,look it hes got a tail too,dog pig,pig,pig,child pig,,,
A4,18,39,37,2376,38,34.5,oh look i can put his hand in it,dog pig,pig,pig,child pig,,,
A4,19,41,41,2549,41,37.5,hi eric,dog pig,,child,child pig,,pig,
A4,20,44,43,2647,43.5,40,hi eric,dog pig,,pig,child pig,,pig,
A4,21,44,44,2709,44,40.5,look at his eye,dog pig,pig,pig,child pig,,pig,
A4,22,46,45,2828,45.5,42,can you see his eyes and his little nose,dog pig,pig,pig,child pig,,pig,
A4,23,47,47,2915,47,43.5,he gonna give you a kiss,dog pig,pig,child,child pig,,pig,
A4,24,49,49,3026,49,45.5,yeah,dog pig,,child,child pig,,,
A4,25,55,55,3370,55,51.5,whats this look,dog pig,pig,child,child pig,pig,,
A4,26,57,56,3459,56.5,53,can you touch him,dog pig,pig,pig,child pig,,pig,pig
A4,27,58,58,3552,58,54.5,hes got fur,dog pig,pig,child,child pig,,pig,pig
A4,28,61,60,61,61,57.5,look it look at his tail,dog pig,pig,pig,child pig,,,
A4,29,63,62,,62.5,59,eric look at his tail,dog pig,pig,pig,child pig,,,
A4,30,64,63,64,64,60.5,look at his tail,dog pig,pig,pig,child pig,,pig,pig
A4,31,65,65,,65,61.5,see his tail,dog pig,pig,pig,child pig,,pig,pig
A4,32,67,67,,67,63.5,its different huh,dog pig,pig,pig,child pig,,pig,pig
A4,33,68,68,,68,64.5,it feels different,dog pig,pig,pig,child pig,,pig,pig
