video,utt.num,time.coder1,time.coder2,time.coder3,time.agg,time.agg.adj,utt,objects.present,objects.referred,mom.eyes,mom.hands,mom.point,kid.eyes,kid.hands
A12,1,16,17,17,17,0,and whats that is this a puppy dog,pig dog,dog,dog,,,dog,pig
A12,2,18,19,19,19,2,woof woof woof,pig dog,,dog,dog,,dog,pig
A12,3,20,20,20,20,3,woof woof woof woof woof,dog,,child,dog,,pig,
A12,4,26,26,26,26,9,thats nice,dog,,child,dog,,dog,
A12,5,31,32,31,31,14,come here you come here you,,,child,child,,mom,
A12,6,35,36,35,35,18,here it comes its gonna get you get you get you,pig,pig,child,pig,,pig,
A12,7,38,39,39,39,22,look i think i can do something with this alexis look,pig dog,pig,pig,pig,,pig,
A12,8,42,45,43,42.5,25.5,look at that,pig,pig,child,pig,,pig,
A12,9,44,47,45,44.5,27.5,look at that little piggy,pig,pig,child,pig,,pig,
A12,10,47,48,48,48,31,it can talk to you,pig,pig,child,pig,,pig,
A12,11,53,55,54,54.5,37.5,gonna get you its gonna get you,pig,pig,child,pig,,pig,pig
A12,12,60,64,60,60,43,yeah,pig,pig,child,pig,,,
A12,13,62,65,64,64.5,47.5,its giving you a kiss a little smooch kiss,pig,,child,pig,,,pig
A12,14,66,66,66,66,49,haa,pig dog,pig,child,,,,pig
A12,15,67,67,67,67,50,you got it,pig dog,pig,child,,,,pig
A12,16,68,70,69,69.5,52.5,here comes the puppy dog,pig dog,dog,child,dog,,,pig
A12,17,70,73,71,70.5,53.5,bless you,pig dog,,child,dog,,,pig
A12,18,72,74,73,73.5,56.5,yes you extra sneeze,pig dog,,child,dog,,dog,pig
A12,19,74,76,75,75.5,58.5,puppy dog,pig dog,dog,child,dog,,,dog pig
A12,20,83,84,84,84,67,give it to mommy,pig dog,pig dog,child,,,,dog pig
A12,21,86,88,86,86,69,haa,pig dog,,child,,,,dog pig
A12,22,87,89,87,87,70,thank you,dog,,child,pig,,,dog pig
A12,23,91,92,91,91,74,come here come here alexis,dog,,child,pig,,dog,dog
A12,24,94,95,95,95,78,come here,pig dog,,child,pig,,pig,dog
A12,25,104,105,105,105,88,its gonna get you,pig,pig,child,child pig,,pig,
A12,26,113,113,113,113,96,what,pig,,child,pig,,,pig
A12,27,114,115,114,114,97,what,pig,,child,pig,,,pig
A12,28,115,116,115,115,98,you want it,pig,pig,pig,pig,,pig,pig
A12,29,116,117,117,117,100,pull can you pull,pig,,child,child pig,,pig,pig
A12,30,122,123,123,123,106,yeah you can do it yeah,pig,,child,pig,,pig,pig
A12,31,136,137,137,137,120,can you give mommy the puppy dog,pig dog,dog,dog,,,dog,dog pig
A12,32,139,139,139,139,122,can mommy have it,pig dog,dog,child,,,mom,dog pig
A12,33,141,142,142,142,125,thank you,pig dog,,dog,dog,,mom,dog pig
A12,34,143,145,144,144.5,127.5,thank you come here,pig,,child,dog,,,pig
A12,35,146,147,147,147,130,alexis,pig,,child,dog,,mom,pig
A12,36,148,149,148,148,131,they dont want to go for a ride,pig,pig,child,dog,,pig,pig
A12,37,150,150,150,150,133,it doesnt want to go for a ride right now,pig,pig,child,dog,,pig,
A12,38,161,159,160,160.5,143.5,come here,pig dog,,pig,dog,,,
A12,39,167,161,167,167,150,it doesnt want to go for a ride i said,pig dog,pig,child,child dog,,pig,pig
A12,40,171,172,171,171,154,you dont care right,pig dog,,child,child dog,,,
A12,41,173,173,173,173,156,you dont care,dog,,child,dog,,,
A12,42,182,183,182,182,165,be careful,,,child,dog,,,
A12,43,189,190,189,189,172,yeah,,,child,dog,,,
A12,44,195,196,196,196,179,do you want these,,pig dog,child,dog,,,
A12,45,198,199,199,199,182,hey you do you want this,pig dog,pig dog,child,dog,,mom,
A12,46,202,203,203,203,186,do you want this,pig dog,pig dog,child,dog,,mom,
A12,47,204,205,205,205,188,youd rather climb,pig dog,,child,dog,,mom,
A12,48,207,207,217,207,190,be careful,,,child,dog,,
A12,49,208,209,209,209,192,ha,,,child,dog,,
A12,50,209,210,210,210,193,you gonna be a big girl,pig dog,,child,dog,,mom
A12,51,211,212,212,212,195,yeah,pig dog,,child,dog,,
A12,52,217,217,217,217,200,be very careful,pig dog,,child,dog,,
A12,53,219,220,220,220,203,alexis be very careful,pig dog,,child,dog,,
A12,54,224,225,225,225,208,there can mommy help you down,dog,,child,child,,
A12,55,226,227,226,226,209,haa,dog,,child,child,,
A12,56,228,228,228,228,211,boom,dog,,child,child,,
A12,57,231,232,232,232,215,there why dont you get in the proper way,,,child,child,,
A12,58,247,248,248,248,231,wheres your puppy dog,,dog,child,,,mom
A12,59,249,250,250,250,233,whered the puppy dog go,,dog,child,,,
A12,60,252,252,252,252,235,where is it,dog,dog,child,,,
A12,61,253,254,254,254,237,its there,dog,dog,dog,,,dog
A12,62,255,256,255,255,238,did you make it all gone,dog,dog,child,,,dog
A12,63,259,259,259,259,242,you did,,,child,,,
A12,64,265,266,265,265,248,yeah,,,child,,,,
A12,65,268,268,268,268,251,yeah,dog,,dog,,,dog,
A12,66,273,274,274,274,257,do you need help,,,child,child,,,
A12,67,281,281,277,281,264,ha,,,car train,,,,
A12,68,281,282,280,281.5,264.5,oooo alexis look,dog,,car train,,,dog,
A12,69,290,291,290,290,273,alexis look what mommy has,car train,,car train,car train,,car train,
A12,70,293,294,294,294,277,look,car train,,car train,car train,,car train,
A12,71,303,303,303,303,286,vroom,car train,,car train,car train,,car train,
A12,72,305,305,305,305,288,lets see if you want those,car train,car train,child,car train,,car train,
A12,73,306,310,307,306.5,289.5,come here lets find the car,car train,car,child,child,,car train,
A12,74,313,313,314,313,296,there,car train,,child,,,train,train
A12,75,323,325,324,324.5,307.5,is that a car,car train,car,child,,,car,car
A12,76,324,326,325,325.5,308.5,the car goes vroom vroom vroom,car train,car,child,,,car,car
A12,77,329,331,329,329,312,look at the train,,train,train,train,,,
A12,78,331,333,332,332.5,315.5,alexis look at the train,,train,child,train,,,
A12,79,343,343,343,343,326,youd much rather climb on your chair,,,child,,,,
A12,80,345,346,346,346,329,huh you do that for hours and hours and hours,,,child,,,
A12,81,348,349,349,349,332,be careful girl,car train,,child,,,
A12,82,351,352,351,351,334,yeah be careful,,,child,,,
A12,83,355,355,355,355,338,yeah big girl,car train,,child,,,
A12,84,363,363,363,363,346,yeah thats what we do  huh,car train,,child,child,,
A12,85,366,367,367,367,350,you stuck are you stuck,,,child,child,,
A12,86,377,380,377,377,360,be careful,,,child,,,
A12,87,380,381,380,380,363,okay,,,child,,,
A12,88,384,387,385,384.5,367.5,yes then down,,,child,child,,
A12,89,388,389,389,389,372,tootles tootles tootles,,,child,,,mom
A12,90,405,405,405,405,388,are you being a bunny rabbit,car train,,child,,,
A12,91,407,407,407,407,390,are you being a bunny rabbit this morning,car train,,child,,,
A12,92,409,413,410,409.5,392.5,look at the car,car train,car,car,,car,
A12,93,411,415,411,411,394,haa,car train,,child,,,
A12,94,411,416,412,411.5,394.5,look at that car you want the car,car train,car,child,,,
A12,95,415,417,415,415,398,look at that car,car,car,car,car,,car
A12,96,418,419,419,419,402,look at the car,car,car,car,car,,car,
A12,97,425,427,425,425,408,look at that car,car,car,child,,,car,car
A12,98,428,429,428,428,411,thank you,car,,child,car,,car,car
A12,99,430,430,430,430,413,oh did you give me the car,,car,child,car,,,
A12,100,431,432,432,432,415,thank you,,,child,child,,,
A12,101,434,434,434,434,417,thank you,,,child,child,,,
A12,102,436,437,436,436,419,look at that,truck,truck,truck,child,,truck,
A12,103,437,439,438,438.5,421.5,thats a truck,truck,truck,child,child,,truck,
A12,104,439,440,440,440,423,is that a truck,truck,truck,truck,child,,truck,
A12,105,441,442,441,441,424,look at that truck its gonna come get you,truck,truck,truck,child truck,,truck,
A12,106,444,444,444,444,427,look at the truck,truck,truck,child,child truck,,truck,
A12,107,453,453,453,453,436,here here,,,truck,truck,,,
A12,108,455,456,456,456,439,no its okay alexis its okay,,,child,,,,
A12,109,501,502,500,501.5,484.5,mommy can you send it back to mommy,train,train,child,,,train,train
A12,110,504,505,505,505,488,send it back,train,train,child,,,mom,train
A12,111,507,507,506,507,490,here here,truck train,,truck,truck,,truck,train
A12,112,511,512,512,512,495,yeah truck,truck train,truck,truck,,,truck,train
A12,113,513,514,514,514,497,truck,truck train,truck,child,,,truck,truck train
A12,114,514,515,515,515,498,is that the truck,truck train,truck,child,,,truck,truck train
A12,115,524,525,524,524,507,the truck,truck,truck,child,,,truck,truck train
A12,116,532,533,532,532,515,there goes our truck,train,truck,truck,,,truck,train
A12,117,534,535,535,535,518,there goes the truck,train,truck,child,train,,train,train
A12,118,543,544,543,543,526,here comes the car,car truck,car,car,,,car,train
A12,119,544,545,545,545,528,haa,car truck,,car,,,car,train
A12,120,545,546,546,546,529,say hi car,car truck,car,car,,,car,train
A12,121,547,547,547,547,530,hi car,car truck,car,car,,,car,train
A12,122,548,549,549,549,532,look in there is there anybody in there,car truck,car,car,car,,car,train
A12,123,550,551,551,551,534,theres nobody in that car,car truck,car,car,car,,car,car
A12,124,554,555,555,555,538,is that the wheel,car truck,car,car,,,car,car
A12,125,557,558,557,557,540,is that the wheel,car truck,car,car,,,car,car
A12,126,559,560,560,560,543,thank you,,,child,car,,truck,
A12,127,561,562,561,561,544,thank you alexis,,,child,car,,truck,truck
A12,128,563,563,563,563,546,thank you,,,,car,,,
A12,129,566,568,567,567.5,550.5,oooo look what mommy has,,,child,box,,,
A12,130,570,570,570,570,553,alexis look what mommy has,brush,,child,brush,,,
A12,131,573,574,574,574,557,hey look,brush,,child,brush,,,
A12,132,577,578,578,578,561,leave that there please,brush,,child,brush,,,
A12,133,580,581,581,581,564,thank you,brush,,,,,brush,
A12,134,584,585,585,585,568,is that a brush,brush,brush,child,child,,brush,brush
A12,135,586,587,587,587,570,is that a brush,brush,brush,brush,brush,,brush,brush
A12,136,587,588,588,588,571,we dont brush your hair do we brush your shoes,brush,,brush,brush,,brush,
A12,137,590,591,591,591,574,brush you off brush you off,brush,,child,brush,,brush,
A12,138,593,594,593,593,576,should we brush mommy off,brush,,child,brush,,brush,
A12,139,595,597,596,596.5,579.5,brush mommy off brush alexis off,brush,,child,brush,,brush,
A12,140,600,600,600,600,583,thats silly huh,brush,,child,,,,brush
A12,141,601,602,602,602,585,yeah brush,brush,brush,child,,,,brush
A12,142,604,610,605,604.5,587.5,thats what we usually do with a brush,brush,brush,box,box,,brush,brush
A12,143,607,612,608,607.5,590.5,and whats this alexis,brush,box,child,box,,brush,brush
A12,144,613,616,614,613.5,596.5,is that nice,brush,brush,child,box,,,brush
A12,145,615,623,615,615,598,can i brush your back,brush,,brush,brush,,,
A12,146,618,626,619,618.5,601.5,oooo that feels good i bet,,,child,brush,,box,
A12,147,623,630,623,623,606,is that a box,box,box,box,brush,,box,box
A12,148,622,631,624,623,606,look whats that,box,box,box,brush,,box,box
A12,149,626,631,625,625.5,608.5,haaa,box,,box,brush,,box,box
A12,150,627,633,627,627,610,is that a box,box,box,box,brush,,box,box
A12,151,629,634,630,629.5,612.5,is that a box,box,box,box,brush,,box,box
A12,152,635,637,636,636.5,619.5,can mommy have the box,box,box,box,,,box,box
A12,153,637,638,637,637,620,thank you,box,,box,box,,box,box
A12,154,638,638,638,638,621,can i have the other part of the box,box brush,box,box,box,,box,box
A12,155,639,639,640,639,622,no,box brush,,box,,,box,box
A12,156,640,642,642,642,625,want the brush,box brush,brush,brush,,,,brush
A12,157,642,643,643,643,626,thats the best thats the best,brush,brush,child,,,,brush
A12,158,651,652,652,652,635,you wanna brush mommy hair,brush,,child,,,brush,brush
A12,159,654,655,654,654,637,wanna brush mommys hair,brush,,brush,brush,,brush,
A12,160,655,658,656,655.5,638.5,brush brush brush,brush,,child,,,,brush
A12,161,663,664,664,664,647,you have to be gentle,brush,,child,,,,brush
A12,162,665,668,666,665.5,648.5,be gentle yeah oooh yeah be gentle,brush,,child,child,,brush,
A12,163,678,671,668,669.5,652.5,yeah,brush,,child,,,,brush
A12,164,679,680,680,680,663,wheres the box,brush,box,child,,,,brush
A12,165,680,681,681,681,664,wheres that box wheres that box,brush,box,child,child,,,brush
A12,166,682,682,683,682,665,wheres that box,brush,box,child,child,,,brush
A12,167,684,684,684,684,667,come here,brush box,,child,child,,,brush
A12,168,688,688,689,688,671,there,box,,box,child box,,box,brush
A12,169,690,689,690,690,673,there,box,,child,child box,,box,box
A12,170,690,692,691,691.5,674.5,do one two three can you open it up one two three,box,box,child,,,box,box
A12,171,694,694,694,694,677,haaa,box,,child,,,box,box
A12,172,695,696,695,695,678,thank you,box,,child,,,box,box
A12,173,696,697,697,697,680,thank you for opening that,box,box,child,,,box,box
A12,174,699,701,700,700.5,683.5,can i show you how can mommy help,box,,box,box,,box,box
A12,175,702,703,701,702.5,685.5,look there,box,,child,box,,box,box
A12,176,705,707,703,706,689,there,box,,child,box,,box,box
A12,177,709,709,706,709,692,there,box,,child,,,box,box
A12,178,710,711,708,710.5,693.5,terrific youve done terrific,box,,child,,,box,box
A12,179,721,722,721,721,704,brush your hair to make it all pretty,brush,,child,,,,brush
A12,180,725,726,726,726,709,you make it all pretty,brush,,child,,,,brush
A12,181,730,731,731,731,714,can mommy have the brush,brush,brush,child,,,,brush
A12,182,736,737,737,737,720,dont throw it,brush,brush,brush,brush,,brush,
A12,183,738,739,738,738,721,dont,,,brush,brush,,,
A12,184,746,747,746,746,729,alexis want your ball,,ball,child,brush,,,
A12,185,751,752,752,752,735,is that your ball,ball brush,ball,child,brush,ball,ball,
A12,186,753,754,753,753,736,haaa,ball brush,,ball,brush,,ball,ball
A12,187,754,754,754,754,737,thank you,ball brush,,child,brush,,ball,ball
A12,188,755,755,755,755,738,here,ball,,child,ball,,,
A12,189,758,759,758,758,741,can you kick it,ball,ball,ball,,,ball,
A12,190,759,760,759,759,742,good girl good girl,ball,,child,ball,,ball,
A12,191,761,762,762,762,745,sit down like we do come on,ball,,child,ball,,ball,
A12,192,,764,764,764,747,sit down,ball,,,ball,,ball,
A12,193,765,766,765,765,748,sit down,ball,,child,ball,,,
A12,194,766,767,766,766,749,haaa,ball,,child,child,,ball,
A12,195,767,768,768,768,751,here we go,ball,,ball,ball,,ball,
A12,196,768,769,769,769,752,boom,ball,,ball,ball,,ball,
A12,197,770,771,770,770,753,yeah,ball,,child,,,ball,ball
A12,198,772,772,772,772,755,woah,ball,,ball,ball,,ball,
A12,199,773,773,773,773,756,here it comes,ball,ball,ball,ball,,ball,
A12,200,779,781,779,779,762,here it comes,ball,ball,child,ball,,ball,
A12,201,783,785,784,784.5,767.5,haa,ball,,ball,,,ball,
A12,202,786,787,786,786,769,good girl,ball,,ball,,,ball,
A12,203,789,789,789,789,772,haa,ball,,ball,ball,,ball,
A12,204,789,790,789,789,772,good girl,ball,,child,ball child,,ball,
A12,205,790,794,790,790,773,turn around here it comes,ball,ball,child,ball,,ball,
A12,206,794,796,794,794,777,boom,ball,,ball,,,ball,
A12,207,795,798,796,795.5,778.5,you want everybody to play huh,ball,,ball,ball,,ball,
