video,utt.num,time.coder1,time.coder2,time.coder3,time.agg,time.agg.adj,utt,objects.present,objects.referred,mom.eyes,mom.hands,mom.point,kid.eyes,kid.hands
A38,1,,30,1862,30,0,ooh a truck and a car,car truck,car truck,child,child,,,
A38,2,,32,1936,32,2,see them,car truck,car truck,child,child,,,
A38,3,,33,2223,33,3,hmmm,car truck,,child,child,,truck,
A38,4,,35,2306,35,5,look at that,car truck,truck,truck,child,truck,truck,
A38,5,,37,2252,37,7,look at that,car truck,truck,truck,child,truck,truck,
A38,6,,41,2496,41,11,you gonna reach for it,car truck,truck,truck,child,truck,truck,
A38,7,,45,2773,45,15,yeah,car truck,,truck,child,,truck,truck
A38,8,,47,2857,47,17,yeah,car truck,,truck,child,,truck,truck
A38,9,,49,2952,49,19,watch,car truck,,truck,child truck,,truck,truck
A38,10,,55,3369,55,25,what are you gonna do pick it up and put it in your mouth like everything else,car truck,truck,truck,child truck,,truck,truck
A38,11,64,63,64,64,34,ka choo ka choo ka choo,car truck,,child,child truck,,truck,
A38,12,72,71,67,71.5,41.5,uh huh,car truck,,child,child truck,,truck,truck
A38,13,76,75,76,76,46,right now this is the way we play with almost everything,car truck,,,child truck,,truck,truck
A38,14,86,85,86,86,56,it doesnt fit too good does it,car truck,truck,child,child,,truck,truck
A38,15,88,87,88,88,58,how about this one,car truck,car,child,child car,,truck,truck
A38,16,89,88,89,89,59,look at this one,car truck,car,child,child car,,car,truck
A38,17,91,90,91,91,61,now this has small pieces so we wouldnt actually play with one like this,car truck,car,car,child car,,car,truck
A38,18,98,97,99,98.5,68.5,what do you think of that one huh,car truck,car,car,child car,,car,truck
A38,19,103,100,101,100.5,70.5,are you gonna run it up your toes,car truck,car,child,child car,,,truck
A38,20,103,102,103,103,73,hey,car truck,,child,child car,,,truck
A38,21,117,116,116,116,86,one thing at a time mom,car truck,,child,child,,car,truck
A38,22,127,126,126,126,96,did you see the teddy bear on the side of this truck,car truck,truck,child,child truck,,,truck
A38,23,136,136,136,136,106,hey,car truck,,child,child truck,,,truck
A38,24,141,141,140,141,111,hey,car truck,,child,child truck,,,truck
A38,25,142,142,142,142,112,oh no,car truck,,child,child truck,,truck,truck
A38,26,143,144,145,144.5,114.5,oh no,car truck,,child,child truck,,,truck
A38,27,146,146,147,146,116,were gonna have to wash this thing,car truck,truck,child,child truck,,,truck
A38,28,128,148,148,148,118,yeah,car truck,,child,child truck,,truck,
A38,29,151,151,150,151,121,uh huh,car truck,,child,child truck,,truck,
A38,30,153,152,153,153,123,dont take that away from me,car truck,truck,child,child truck,,truck,
A38,31,157,157,157,157,127,okay,car truck,,child,child truck,,truck,truck
A38,32,160,160,160,160,130,hows that,car truck,truck,child,,,truck,truck
A38,33,164,163,164,164,134,does that thing taste pretty good,car truck,truck,child,,,truck,
A38,34,165,164,165,165,135,nah,car truck,,child,,,truck,
A38,35,166,165,167,166.5,136.5,vroom vroom vroom vroom vroom vroom,car truck,,truck,child,,,
A38,36,173,172,174,173.5,143.5,he arches his back he usually wants to sit up,car truck,,truck,child truck,,truck,
A38,37,180,180,180,180,150,oh oh,car truck,,truck,child truck,,truck,
A38,38,189,189,189,189,159,do you want to play with this one,car truck,car,car,car truck,,truck,
A38,39,191,191,192,191,161,mommys not gonna let you chew on this one though no,car truck,car,child,car truck,,,
A38,40,196,195,196,196,166,whats the matter,car truck,,child,car,,,
A38,41,196,196,197,196,166,hey,car truck,,child,child,,,
A38,42,198,198,199,198,168,whats the matter,car truck,,child,child,,,
A38,43,199,199,207,199,169,whats the matter,car truck,,child,child,,,
A38,44,201,201,209,201,171,hey,car truck,,child,child,,,
A38,45,205,205,210,205,175,hey,car truck,,child,child,,,
A38,46,206,206,211,206,176,what what what,car truck,,child,child,,,
A38,47,212,211,221,211.5,181.5,what what what,car truck,,child,child truck,,truck,
A38,48,219,219,229,219,189,huh,car truck,,child,child truck,,truck,truck
A38,49,231,230,231,231,201,oh,car truck,,child,child truck,,truck,truck
A38,50,233,232,232,232,202,may i put him in his walker for just a second,car truck,,,child,,,
A38,51,235,234,233,234.5,204.5,sure,car truck,,child,child,,,
A38,52,242,241,241,241,211,sit down,car truck,,child,child,,,
A38,53,242,243,242,242,212,come on sit,car truck,,child,child,,,
A38,54,247,247,248,247,217,ones stuck,car truck,,child,child,,,
A38,55,259,258,259,259,229,there it is,car truck,,child,child,,,
A38,56,259,259,260,259,229,come on get it out there,car truck,,child,child,,,
A38,57,262,261,262,262,232,there we go,car truck,,child,child,,,
A38,58,263,263,263,263,233,okay,car truck,,truck,truck,,,
A38,59,264,264,264,264,234,now,car truck,,truck,truck,,,
A38,60,267,266,267,267,237,here,car truck,,truck,truck,,,
A38,61,268,267,268,268,238,youre not supposed to play with that,car truck,,truck,,,truck,
A38,62,269,268,269,269,239,youre supposed to play with the truck,car truck,truck,truck,,truck,truck,
A38,63,271,271,271,271,241,look at that,car truck,truck,child,truck,,truck,
A38,64,278,278,279,278,248,yeah,car truck,,child,truck,,truck,truck
A38,65,283,282,282,282,252,that works huh,car truck,,child,,,truck,truck
A38,66,286,285,286,286,256,what about the car,car truck,car,car,car,,car,truck
A38,67,288,287,287,287,257,oooh pretty red car,car truck,car,car,car,,car,truck
A38,68,291,290,291,291,261,nah dont chew on that one,car truck,car,child,car,,car,car
A38,69,293,293,294,293,263,yeah chew on the wooden one dont chew on this one,car truck,car truck,child,car,,truck,truck
A38,70,296,296,297,296,266,hey,car truck,,child,car,,,
