video,utt.num,time.coder1,time.coder2,time.coder3,time.agg,time.agg.adj,utt,objects.present,objects.referred,mom.eyes,mom.hands,mom.point,kid.eyes,kid.hands
A35,1,25,,26,25.5,0,heres a little doggie,dog pig,dog,child,dog,,dog,
A35,2,27,,27,27,1.5,whats the doggie say,dog pig,dog,child,dog,,dog,
A35,3,30,,29,29.5,4,woof,dog pig,,child,dog,,dog,
A35,4,32,,31,31.5,6,woof,dog pig,,child,dog,,dog,
A35,5,33,,34,33.5,8,its a doggie,dog pig,dog,child,dog,,dog,
A35,6,35,,35,35,9.5,no you wanna touch the doggie,dog pig,dog,child,dog,,dog,
A35,7,37,,37,37,11.5,oh,dog pig,,child,,,dog,dog
A35,8,39,,38,38.5,13,is that a nice doggie,dog pig,dog,child,,,dog,dog
A35,9,40,,40,40,14.5,huh,dog pig,,child,,,,dog
A35,10,42,,41,41.5,16,yes,dog pig,,pig,,,dog,dog
A35,11,43,,43,43,17.5,and this is a pig,dog pig,pig,pig,pig,,dog,dog
A35,12,46,,45,45.5,20,here comes the pig,dog pig,pig,pig,pig,,,dog
A35,13,48,,47,47.5,22,oh this is a puppet,dog pig,pig,pig,pig,,,dog
A35,14,50,,50,50,24.5,these will be fun,dog pig,dog pig,child,pig,,dog,dog
A35,15,53,,52,52.5,27,okay lets sit you up,dog pig,,child,child pig,,,
A35,16,55,,,55,29.5,and look at this puppet,dog pig,pig,child,child pig,,,
A35,17,56,,56,56,30.5,look at the puppet,dog pig,pig,child,child pig,,pig,
A35,18,58,,57,57.5,32,say boo,dog pig,,child,child pig,,pig,
A35,19,61,,60,60.5,35,boo,dog pig,,child,child pig,,pig,
A35,20,63,,63,63,37.5,were gonna get you,dog pig,pig,child,child pig,,pig,
A35,21,64,,64,64,38.5,mmm grrrr,dog pig,,child,child pig,,pig,
A35,22,65,60,65,65,39.5,i got you marie,dog pig,,child,child pig,,pig,
A35,23,67,63,68,67.5,42,boo boo boo,dog pig,,child,child pig,,pig,
A35,24,71,65,70,70.5,45,here it comes,dog pig,pig,child,child pig,,pig,
A35,25,73,67,73,73,47.5,boo,dog pig,,child,child pig,,pig,pig
A35,26,76,71,76,76,50.5,do you like him,dog pig,pig,child,child pig,,pig,pig
A35,27,78,73,61,75.5,51,hold onto him huh,dog pig,pig,child,child pig,,pig,pig
A35,28,88,82,,85,59.5,whats a pig say,dog pig,pig,child,child pig,,pig,pig
A35,29,89,83,89,89,63.5,whats a pig say,dog pig,pig,child,child pig,,pig,
A35,30,95,88,94,94.5,69,it says oink oink,dog pig,pig,child,child pig,,pig,pig
A35,31,96,90,96,96,70.5,oink oink,dog pig,,child,child pig,,pig,
A35,32,98,92,98,98,72.5,hi marie,dog pig,,child,child pig,,pig,
A35,33,99,94,99,99,73.5,hi marie,dog pig,,child,child pig,,pig,
A35,34,101,96,101,101,75.5,hi,dog pig,,child,child pig,,pig,
A35,35,107,102,107,107,81.5,is it okay if she puts it in her mouth,dog pig,pig,,child pig,,pig,pig
A35,36,111,105,110,110.5,85,and he says woof,dog pig,dog,child,child pig,,pig,
A35,37,113,107,113,113,87.5,tickle you,dog pig,,child,child pig,,pig,
A35,38,115,108,114,114.5,89,i tickle you,dog pig,,child,child pig,,pig,
A35,39,116,110,116,116,90.5,now hes gonna hop to you,dog pig,pig,pig,child pig,,pig,
A35,40,117,111,117,117,91.5,hop hop hop,dog pig,,pig,child pig,,pig,
A35,41,119,113,119,119,93.5,pop,dog pig,,child,child pig,,pig,
A35,42,120,114,120,120,94.5,pop pop pop,dog pig,,child,child pig,,pig,
A35,43,121,116,121,121,95.5,pop,dog pig,,child,child pig,,pig,
A35,44,123,117,122,122.5,97,pop pop pop,dog pig,,child,child pig,,pig,
A35,45,124,118,124,124,98.5,pop,dog pig,,child,child pig,,pig,
A35,46,127,121,127,127,101.5,lets put him down because hes hot,dog pig,pig,child,child pig,,pig,pig
A35,47,131,125,131,131,105.5,here,dog pig,,child,child pig,,pig,
A35,48,122,126,132,124,107,how about the doggie,dog pig,dog,child,child dog,,,
A35,49,134,128,133,133.5,108,see the doggie,dog pig,dog,child,child dog,,dog,pig
A35,50,135,129,134,134.5,109,here,dog pig,,child,child dog,,dog,dog pig
A35,51,136,131,136,136,110.5,oh which one,dog pig,,child,child,,dog,dog pig
A35,52,138,133,138,138,112.5,which one,dog pig,,child,child,,dog,dog pig
A35,53,140,134,140,140,114.5,right now everything just tastes good right,dog pig,,child,child,,pig,dog pig
A35,54,150,144,149,149.5,124,do you want to lay down and get to them,dog pig,dog pig,dog pig,child,,dog pig,
A35,55,152,146,151,151.5,126,lets see you get to them,dog pig,dog pig,dog pig,child,,dog pig,
A35,56,153,148,153,153,127.5,can you get to the pig,dog pig,pig,child,child dog,,,
A35,57,154,149,154,154,128.5,can you reach the pig,dog pig,pig,child,child pig,,,
A35,58,157,150,156,156.5,131,lets see you come to the pig,dog pig,pig,child,dog,,pig,
A35,59,158,152,158,158,132.5,go get em,dog pig,dog pig,child,,,,
A35,60,159,154,160,159.5,134,and the dog,dog pig,dog,child,,,,
A35,61,161,156,161,161,135.5,go ahead go get em,dog pig,dog pig,child,,,,
A35,62,162,157,163,162.5,137,go get em,dog pig,dog pig,child,,,,
A35,63,167,161,166,166.5,141,you got the pig,dog pig,pig,child,,,pig,pig
A35,64,168,162,168,168,142.5,yea,dog pig,,child,,,pig,pig
A35,65,169,163,169,169,143.5,good,dog pig,,child,,,pig,pig
A35,66,171,165,170,170.5,145,now how about the doggie,dog pig,dog,dog,dog,,dog,
A35,67,173,167,172,172.5,147,do you wanna get the doggie,dog pig,dog,child,dog,,pig,
A35,68,175,170,175,175,149.5,can you get him,dog pig,dog,child,,,dog,pig
A35,69,178,172,177,177.5,152,can you get him,dog pig,dog,child,,,dog,pig
A35,70,179,173,178,178.5,153,mh,dog pig,,child,,,dog,pig
A35,71,180,174,179,179.5,154,almost,dog pig,,child,,,dog,pig
A35,72,181,176,181,181,155.5,try to go forward,dog pig,,child,,,,pig
A35,73,183,120,182,182.5,157,there,dog pig,,child,,,,pig
A35,74,184,179,183,183.5,158,what do you think,dog pig,,,,,,pig
A35,75,185,180,184,184.5,159,someones gonna help you over there,dog pig,,,,,pig,pig
A35,76,188,183,188,188,162.5,here get him,dog pig,dog,child,dog,,dog,pig
A35,77,190,184,189,189.5,164,can you get him,dog pig,dog,child,,,dog,pig
A35,78,192,186,192,192,166.5,ready,dog pig,,child,dog,,dog,pig
A35,79,193,188,193,193,167.5,oh,dog pig,,child,dog,,dog,pig
A35,80,194,189,194,194,168.5,there you go,dog pig,,child,dog,,dog,pig
A35,81,197,191,196,196.5,171,woof,dog pig,,child,dog,,dog,pig
A35,82,200,194,200,200,174.5,tell you what lets move you out of that,dog pig,,dog,child,,dog,
A35,83,202,196,202,202,176.5,so you dont get this doggie all dirty,dog pig,dog,dog,child,,dog,
A35,84,209,203,208,208.5,183,here you go,dog pig,,child,child pig,,pig,
A35,85,212,206,212,212,186.5,heres a pig,dog pig,pig,child,child pig,,pig,
A35,86,214,208,213,213.5,188,and a dog,dog pig,dog,child,child dog,,dog,pig
A35,87,216,210,215,215.5,190,should they give it to you again,dog pig,dog pig,child,child dog,,pig,pig
A35,88,218,212,218,218,192.5,ready,dog pig,,child,child dog,,dog,pig
A35,89,219,214,219,219,193.5,boo,dog pig,,child,child dog,,dog,pig
A35,90,221,216,221,221,195.5,peekaboo,dog pig,,child,child dog,,dog,pig
A35,91,234,227,233,233.5,208,here,dog pig,,child,child,,,
A35,92,234,228,234,234,208.5,lets not go there,dog pig,,child,child,,,
A35,93,236,230,235,235.5,210,you play with the puppet again,dog pig,pig,pig,child pig,,,
A35,94,241,235,241,241,215.5,heres a pig,dog pig,pig,child,child pig,,pig,dog
A35,95,244,238,243,243.5,218,oink oink oink,dog pig,,child,child pig,,pig,
A35,96,247,241,246,246.5,221,oink oink oink,dog pig,,child,child pig,,dog,
A35,97,250,245,250,250,224.5,you dont know which one you want do you,dog pig,,child,child pig,,mom,
A35,98,253,247,253,253,227.5,do you want both,dog pig,,child,child pig,,mom,
A35,99,261,254,260,260.5,235,what do you want to do,dog pig,,pig,child pig,,,
A35,100,261,255,261,261,235.5,do you want to lay down,dog pig,,pig,child pig,,,
A35,101,265,259,265,265,239.5,boy is this thing hot,dog pig,pig,pig,child pig,,,dog
A35,102,275,268,274,274.5,249,okay,dog pig,,child,child,,pig,
A35,103,277,271,276,276.5,251,oops,dog pig,,,child dog,,pig,
A35,104,280,274,279,279.5,254,here comes the car marie,car truck,car,child,car,,,
A35,105,282,275,281,281.5,256,vroooooooom,car truck,,car,car,,,
A35,106,285,279,285,285,259.5,boo,car truck,,car,car,,car,
A35,107,287,281,287,287,261.5,vrooooom,car truck,,car,car,,car,
A35,108,288,282,288,288,262.5,boo,car truck,,car,car,,car,
A35,109,290,240,290,290,264.5,its gon,car truck,car,child,car,,car,
A35,110,291,285,291,291,265.5,its gonna roll over your arm,car truck,car,child,car,,car,
A35,111,294,288,293,293.5,268,yeah can you make that move,car truck,car,child,car,,car,
A35,112,297,291,296,296.5,271,see the door opens,car truck,car,car,car,,car,
A35,113,299,293,299,299,273.5,it closes,car truck,car,car,,,car,car
A35,114,303,297,302,302.5,277,fancy car,car truck,car,car,car,,car,
A35,115,304,298,303,303.5,278,both doors open and close,car truck,car,car,car,,car,
A35,116,309,302,309,309,283.5,does the trunk open,car truck,car,car,car,,car,car
A35,117,324,317,323,323.5,298,can you beep the horn,car truck,car,child,,car,car,car
A35,118,325,318,324,324.5,299,say beep beep,car truck,,child,,car,car,car
A35,119,326,320,326,326,300.5,beep beep,car truck,,child,,,car,car
A35,120,335,330,333,334,308.5,two cars,car truck,car truck,truck,truck,,car,car
A35,121,337,331,336,336.5,311,okay lets show marie the other car,car truck,truck,truck,truck,,car,car
A35,122,338,332,338,338,312.5,here comes a truck,car truck,truck,truck,truck,,car,car
A35,123,340,334,339,339.5,314,this is a truck,car truck,truck,truck,truck,,car,car
A35,124,342,336,342,342,316.5,see the truck,car truck,truck,truck,truck,,truck,car
A35,125,344,338,344,344,318.5,teddy bear truck,car truck,truck,truck,truck,,truck,car truck
A35,126,347,341,346,346.5,321,see the teddy bear on the truck,car truck,truck,child,truck,,truck,car truck
A35,127,355,349,354,354.5,329,what are you telling that truck,car truck,truck,child,truck,,,car truck
A35,128,362,356,361,361.5,336,should we make him roll around,car truck,truck,child,,,truck,truck
A35,129,365,358,364,364.5,339,you just want to explore it,car truck,truck,child,truck,,truck,truck
A35,130,372,366,371,371.5,346,let me get the car,car truck,car,child,car,,truck,
A35,131,374,369,375,374.5,349,here they both come,car truck,car truck,truck,truck,,truck,
A35,132,375,370,376,375.5,350,lets watch them both drive,car truck,car truck,truck,truck,,truck,
A35,133,378,371,377,377.5,352,ready,car truck,,car truck,car truck,,car truck,
A35,134,379,373,378,378.5,353,vroooom,car truck,,child,car truck,,car truck,
A35,135,382,375,381,381.5,356,which one do you want,car truck,,child,car truck,,car truck,
A35,136,383,377,382,382.5,357,the truck,car truck,truck,child,car,,truck,truck
A35,137,384,378,384,384,358.5,you want that truck uh,car truck,truck,child,car,,truck,truck
A35,138,388,382,387,387.5,362,do you like the truck with the teddy bear,car truck,truck,child,car,,car,truck
A35,139,392,386,391,391.5,366,its a green truck,car truck,truck,child,car,,car,truck
A35,140,393,387,392,392.5,367,and a red car,car truck,car,child,,,,car truck
A35,141,403,397,402,402.5,377,here comes the car,car truck,car,car,car,,car,truck
A35,142,405,399,404,404.5,379,beep beep,car truck,,car,car,,car,truck
A35,143,406,400,405,405.5,380,beep beep,car truck,,car,car,,car,truck
A35,144,408,402,408,408,382.5,beep beep,car truck,,car,car,,car,truck
A35,145,414,408,413,413.5,388,i think your favorite is the truck,car truck,truck,child,,,truck,truck
A35,146,416,410,415,415.5,390,hmm,car truck,,child,,,truck,truck
A35,147,420,414,419,419.5,394,how about sitting up and getting it,car truck,truck,child,,,truck,truck
A35,148,424,418,423,423.5,398,do you want to sit up with it,car truck,truck,child,child,,truck,truck
A35,149,430,421,428,429,403.5,there,car truck,,child,child,,car truck,
A35,150,430,424,429,429.5,404,which one,car truck,,child,child,,car truck,truck
A35,151,431,425,430,430.5,405,the red one or the green one,car truck,car truck,child,child,car truck,car truck,truck
A35,152,438,432,437,437.5,412,i think the truck wins,car truck,truck,child,child,,truck,truck
A35,153,441,434,440,440.5,415,she doesnt seem to care about this car,car truck,car,,child,,truck,truck
A35,154,448,442,447,447.5,422,do you like this sitting up,car truck,,child,child,,truck,truck
A35,155,449,443,449,449,423.5,pretty good uh,car truck,,child,child,,truck,truck
A35,156,457,450,455,456,430.5,there we go,car truck,,child,,,truck,truck
A35,157,464,458,463,463.5,438,lets see what happens if we do this,car truck,,car truck,truck,,truck,
A35,158,468,462,467,467.5,442,which one do you want to get,car truck,,car truck,truck,,,
A35,159,471,464,470,470.5,445,the red car or the green truck,car truck,car truck,car truck,child,,,
A35,160,475,469,474,474.5,449,lets see again,car truck,,child,,,,
A35,161,476,470,476,476,450.5,which one,car truck,,child,,,,
A35,162,480,473,478,479,453.5,go get it,car truck,car truck,child,,,truck,
A35,163,481,474,479,480,454.5,thats it,car truck,car truck,child,,,truck,
A35,164,481,475,481,481,455.5,there you go,car truck,,child,,,truck,
A35,165,482,476,482,482,456.5,uh,car truck,,child,,,truck,
A35,166,482,477,483,482.5,457,no doubt about it,car truck,,child,truck,,truck,
A35,167,500,494,500,500,474.5,see the wheels on the truck,car truck,truck,truck,,truck,truck,truck
A35,168,502,495,501,501.5,476,look at the wheels spin,car truck,truck,truck,,truck,truck,truck
A35,169,503,497,502,502.5,477,see them spin,car truck,truck,truck,,truck,truck,truck
A35,170,509,503,508,508.5,483,see them spin,car truck,truck,truck,truck,,truck,truck
A35,171,510,504,509,509.5,484,look,car truck,,truck,truck,,truck,truck
A35,172,510,504,510,510,484.5,watch,car truck,,truck,truck,,truck,truck
A35,173,511,505,510,510.5,485,see them spin,car truck,truck,truck,truck,,truck,truck
A35,174,521,515,521,521,495.5,its a new toy,car truck,truck,truck,truck,,truck,truck
A35,175,526,520,525,525.5,500,see theres a teddy bear,car truck,truck,truck,,truck,truck,truck
A35,176,528,521,527,527.5,502,see the bear,car truck,truck,,,truck,truck,truck
A35,177,537,531,536,536.5,511,lets watch the truck move,car truck,truck,truck,truck,,,
A35,178,538,532,538,538,512.5,ready,car truck,,truck,truck,,truck,
A35,179,539,533,539,539,513.5,look at it move,car truck,truck,truck,truck,,truck,
A35,180,540,534,540,540,514.5,see it move,car truck,truck,truck,truck,,truck,
A35,181,559,552,558,558.5,533,whats the car doing,car truck,car,child,car,,truck,truck
A35,182,561,554,560,560.5,535,is the car moving back and forth,car truck,car,child,car,,truck,truck
A35,183,565,559,564,564.5,539,see the car moving back and forth,car truck,car,child,car,,car,truck
A35,184,571,565,570,570.5,545,are you turning the truck upside down,car truck,truck,child,car,,truck,truck
A35,185,584,577,583,583.5,558,shall i move the truck for you,car truck,truck,child,truck,,car,
A35,186,604,598,603,603.5,578,lets let the truck get you again,car truck,truck,child,truck,,truck,truck
A35,187,607,601,606,606.5,581,here comes the truck,car truck,truck,truck,truck,,car,
A35,188,608,602,607,607.5,582,its gonna get you,car truck,truck,truck,truck,,car,
A35,189,609,603,608,608.5,583,its gonna get you,car truck,truck,truck,truck,,car,
A35,190,610,604,610,610,584.5,its gonna get you,car truck,truck,child,truck,,truck,truck
A35,191,612,606,611,611.5,586,vroooom,car truck,,child,truck,,truck,truck
A35,192,614,608,613,613.5,588,you liked it better when we do it this way,car truck,,car truck,child,,car truck,
A35,193,636,610,616,613,589,lets see,car truck,,child,child,,truck,
A35,194,617,611,617,617,591.5,ready here it comes,car truck,truck,truck,child truck,,truck,
A35,195,619,613,618,618.5,593,vrooom,car truck,,child,child truck,,truck,
A35,196,627,621,626,626.5,601,got lots of drooling going on here,car truck,,child,child,,truck,truck
A35,197,628,622,628,628,602.5,got lots of teeth coming in,car truck,,child,child,,truck,truck
