video,utt.num,time.coder1,time.coder2,time.coder3,time.agg,time.agg.adj,utt,objects.present,objects.referred,mom.eyes,mom.hands,mom.point,kid.eyes,kid.hands
A8,1,4,5,4,4,0,oink oink,pig,,child,pig,,pig,
A8,2,5,6,5,5,1,is that what the piggy says,pig,pig,child,pig,,pig,
A8,3,7,7,7,7,3,oink oink oink,pig,,child,pig,,pig,
A8,4,12,13,13,13,9,whats this,dog,dog,child,pig,dog,dog,dog
A8,5,22,23,22,22,18,is that a doggy,dog,dog,dog,pig,dog,dog,dog
A8,6,24,25,25,25,21,erika,dog,,child,pig,,,dog
A8,7,25,26,26,26,22,erika,dog,,child,pig,,,dog
A8,8,31,32,31,31,27,yeah its a dog huh,dog,dog,child,pig,,,dog
A8,9,35,35,35,35,31,its a doggy,dog pig,dog,child,pig,,dog,dog
A8,10,38,37,37,37,33,whats the doggy say huh woof,dog pig,dog,child,pig,,,dog
A8,11,41,41,41,41,37,the doggy say,dog pig,dog,child,pig,,,dog
A8,12,42,42,42,42,38,oh what does she have,dog pig,,,pig,,,dog
A8,13,46,47,46,46,42,is that a doggy huh,dog pig,dog,child,pig,,dog,dog
A8,14,51,51,51,51,47,is that a doggy,dog pig,dog,child,pig,,dog,dog
A8,15,54,55,54,54,50,yeah doggy,dog pig,dog,child,pig,,mom,dog
A8,16,56,57,56,56,52,the doggy says woof woof,dog pig,dog,dog,pig,,dog,dog
A8,17,60,62,62,62,58,yeah thats right be nice,dog pig,,dog,pig,,dog,dog
A8,18,63,64,63,63,59,can you be nice to the doggy,dog pig,dog,dog,pig,,dog,dog
A8,19,64,66,66,66,62,be nice nice,dog pig,,dog,pig dog,,dog,dog
A8,20,69,67,70,69.5,65.5,yeah dog,dog pig,dog,dog,pig,,dog,dog
A8,21,78,78,78,78,74,are you gonna give the doggy a hug,dog pig,dog,child,pig,,,dog
A8,22,81,83,81,81,77,a hug,dog pig,,child,pig,,,dog
A8,23,83,84,84,84,80,yeah,dog pig,,child,pig,,mom,dog
A8,24,85,84,85,85,81,thats right thats a dog,dog pig,dog,dog,pig,,dog,dog
A8,25,87,88,87,87,83,wheres the doggys nose,dog pig,dog,dog,pig,,dog,dog
A8,26,90,90,90,90,86,is that a nose,dog pig,dog,dog,pig,dog,,dog
A8,27,92,93,92,92,88,is that the doggys nose,dog pig,dog,dog,pig,dog,dog,dog
A8,28,95,96,96,96,92,yeah its pretty funny huh,dog pig,dog,dog,pig,,dog,dog
A8,29,100,100,100,100,96,yeah what is this a doggy huh,dog pig,dog,dog,pig dog,,dog,dog
A8,30,104,103,103,103,99,ba no woof can you say woof,dog pig,,dog,pig,,dog,dog
A8,31,117,107,105,106,102,woof woof,dog pig,,child,pig,,mom,dog
A8,32,113,113,113,113,109,thats right thats a doggy yeah,dog pig,dog,dog,pig,,dog,dog
A8,33,115,116,115,115,111,and this is the doggys ears,dog pig,dog,dog,dog,,dog,dog
A8,34,118,118,118,118,114,thats the doggys ears,dog pig,dog,dog,dog,,dog,dog
A8,35,121,121,121,121,117,yeah,dog pig,,child,pig,,mom,dog
A8,36,126,127,127,127,123,erika,,,child,pig,,,
A8,37,129,129,129,129,125,erika erik erika,,,child,pig,,,
A8,38,133,133,133,133,129,hello,pig,,child,pig,,pig,
A8,39,135,134,134,134,130,im a little piggy,pig,pig,child,pig,,,
A8,40,136,136,,136,132,erika,dog pig,,child,pig,,dog,
A8,41,137,137,137,137,133,im a little piggy,dog pig,pig,child,pig,,dog,
A8,42,139,139,139,139,135,oink oink oink,dog pig,,child,pig,,pig,
A8,43,141,141,141,141,137,oink oink,dog pig,,child,pig,,dog,
A8,44,150,150,151,150,146,im a piggy,dog pig,pig,child,pig,,pig,
A8,45,151,152,152,152,148,oink oink,dog pig,,child,pig,,dog,dog
A8,46,155,155,155,155,151,oink oink oink,dog pig,,child,pig,,pig,dog
A8,47,161,163,161,161,157,oink oink oink oink oink,dog pig,,child,pig,,pig,pig
A8,48,164,164,164,164,160,oh whos got the pig huh,dog pig,pig,child,,,pig,pig
A8,49,169,169,169,169,165,how are we gonna make that piggy squeak,dog pig,pig,pig,pig,,dog,pig dog
A8,50,172,172,172,172,168,thats even something mommy cant figure out,dog pig,,pig,pig,,pig,dog
A8,51,180,179,180,180,176,there he goes yeah,dog pig,pig,child,pig,,pig,dog
A8,52,184,184,184,184,180,oink,dog pig,,child,pig,,,dog
A8,53,214,214,215,214,210,oink oink,dog pig,,child,pig,,pig,
A8,54,215,226,216,215.5,211.5,oink oink,dog pig,,child,pig,,dog,
A8,55,217,218,217,217,213,oh and theres the doggy,dog pig,dog,dog,pig,,dog,dog
A8,56,220,222,220,220,216,yeah,dog pig,,child,pig,,mom,dog
A8,57,223,224,223,223,219,thats right doggy,dog pig,dog,child,pig,,dog,dog
A8,58,225,226,225,225,221,oh are you going to be nice can you be nice to the dog,dog pig,dog,dog,dog pig,,,
A8,59,228,228,229,228,224,nice doggy huh,dog pig,dog,dog,dog pig,,,
A8,60,230,231,230,230,226,nice doggy,dog pig,dog,dog,dog pig,,dog,
A8,61,241,241,241,241,237,yeah thats your doggy thats a little doggy huh,dog pig,dog,child,pig,,dog,dog
A8,62,244,244,245,244,240,is that a nice doggy can you be nice,dog pig,dog,child,dog,,dog,dog
A8,63,247,247,247,247,243,nice doggy huh,dog pig,dog,child,,,dog,dog
A8,64,251,251,250,251,247,yeah doggy thats right,dog pig,dog,child,,,,dog
A8,65,253,253,253,253,249,and theres the piggy,dog pig,pig,child,pig,,pig,
A8,66,255,256,256,256,252,whats the piggy say oink oink oink,dog pig,pig,child,pig,,,
