video,utt.num,time.coder1,time.coder2,time.coder3,time.agg,time.agg.adj,utt,objects.present,objects.referred,mom.eyes,mom.hands,mom.point,kid.eyes,kid.hands
A19,46,907,908,,907.5,280,yeah,box brush,,,brush,,,brush
A19,47,910,911,,910.5,283,real nice,box brush,,child,brush,,,brush
A19,48,912,913,,912.5,285,see,box brush,,child,brush,,,brush
A19,49,914,915,,914.5,287,yeah,box brush,,box,,,box,brush
A19,50,921,922,,921.5,294,brush the box,box brush,box,box,,,box,brush
A19,51,924,924,,924,296.5,yeah and you brush benny huh,box brush,,child,,,box,brush box
A19,52,927,926,,926.5,299,no dont hit benny with the box,box brush,box,child,,,,brush box
A19,53,927,927,,927,299.5,yeah,box brush,,brush,brush,,brush,box
A19,54,928,928,,928,300.5,brush,box brush,brush,brush,brush,,brush,box
A19,55,929,930,,929.5,302,real nice,box brush,,brush,brush,,brush,box
A19,56,946,947,,946.5,319,ok,box brush,,,,,,box
A19,57,949,950,,949.5,322,car went away,box brush,car,child,,,,box
A19,58,953,954,,953.5,326,and the big truck went away,box brush,truck,child,,,mom,box
A19,59,955,956,,955.5,328,and the piggys away,box brush,pig,child,,,,box
A19,60,957,957,,957,329.5,what about the doggy,box brush,dog,child,,,,box
A19,61,960,960,,960,332.5,doggy went away too,box brush,dog,child,,,mom,box
A19,62,961,961,,961,333.5,away,box brush,,,,,,box
A19,63,970,970,,970,342.5,away yeah,box brush,,,,,,box
A19,64,976,976,,976,348.5,ok,box brush,,child,,,,box
A19,65,979,980,,979.5,352,what should,box brush,,,doll rabbit,,mom,box
A19,66,987,985,,986,358.5,ok,box brush,,doll rabbit,,,doll rabbit,box
A19,67,995,995,,995,367.5,that wont shell come after it real quick,doll,doll,child,,,doll,doll
A19,68,1001,1004,,1002.5,375,who is,doll box brush,,child,box,,doll,doll
A19,69,1005,1006,,1005.5,378,who is that,doll box brush,doll,child,box,,doll,doll
A19,70,1006,1008,,1007,379.5,oh i see,doll box brush,,doll,,,doll,
A19,71,1010,1011,,1010.5,383,the dollys got yeah,doll box brush,doll,doll,doll,,doll,
A19,72,1012,1013,,1012.5,385,wheres your rabbit,doll box brush,rabbit,child,,,doll,doll
A19,73,1016,1017,,1016.5,389,is your rabbit over there,doll box brush rabbit,rabbit,rabbit,rabbit,,rabbit,
A19,74,1039,1029,,1034,406.5,am i supposed to do like say its over there or you know ok ok,doll box brush rabbit,rabbit,,,,box,box rabbit
A19,75,1040,1038,,1039,411.5,dolls,box brush rabbit,doll,,,,,
A19,76,1042,1044,,1043,415.5,dollie,box brush rabbit,doll,,,,,
A19,77,1043,1046,,1044.5,417,wheres rosy,doll box brush rabbit,doll,child,,,,
A19,78,1044,1047,,1045.5,418,wheres rosy,doll box brush rabbit,doll,child,,,,
A19,79,1047,1048,,1047.5,420,where did rosy go,doll box brush rabbit,doll,child,,,,
A19,80,1047,1051,,1049,421.5,wheres rosy,doll box brush rabbit,doll,child,,,doll
A19,81,1052,1053,,1052.5,425,is rosy over there on that couch sitting by dad,doll box brush rabbit,doll,child,,doll,doll
A19,82,1059,1060,,1059.5,432,yeah is that rosy over there,doll box brush rabbit,doll,child,,,doll
A19,83,1061,1062,,1061.5,434,what are you doing,doll box brush rabbit,,child,,,
A19,84,1068,1069,,1068.5,441,boopie,doll box brush rabbit,,child,,,
A19,85,1082,1078,,1080,452.5,no she just wanted to do rosys diaper and and shes just kinda playing,doll box brush rabbit,doll,child,,,
