video,utt.num,time.coder1,time.coder2,time.coder3,time.agg,time.agg.adj,utt,objects.present,objects.referred,mom.eyes,mom.hands,mom.point,kid.eyes,kid.hands
A2,1,41,,41,41,0,is that the doggy,dog pig,dog,,,,pig,
A2,2,44,41,42,41.5,0.5,you see the doggy,dog pig,dog,dog,,,pig,
A2,3,46,43,44,43.5,2.5,theres the doggy,dog pig,dog,dog,,,dog,pig
A2,4,49,46,46,46,5,thats a pig,dog pig,pig,child,,,pig,pig
A2,5,52,48,48,48,7,pig,dog pig,pig,child,,,pig,pig
A2,6,55,52,52,52,11,is that soft,dog pig,pig,pig,pig,,pig,pig
A2,7,58,56,53,57,16,is that a puppet pig soft,dog pig,pig,child,pig,,pig,pig
A2,8,69,58,58,58,17,love the pig,dog pig,pig,pig,pig,,dog,
A2,9,77,69,69,69,28,love the pig,dog pig,pig,child,,,pig,pig
A2,10,84,77,79,78,37,pigs say oink oink oink,dog pig,pig,pig,pig,,pig,pig
A2,11,88,84,82,83,42,squeak  oink oink oink oink oink,dog pig,pig,pig,pig,,pig,dog
A2,12,90,88,84,89,48,oink oink oink oink oink oink oink,dog pig,pig,child,pig,,pig,dog
A2,13,91,90,90,90,49,thats cute,dog pig,pig,pig,pig,,pig,dog
A2,14,93,91,91,91,50,oink oink oink oink oink oink,dog pig,pig,child,pig,,pig,dog
A2,15,95,93,93,93,52,hes a pig,dog pig,pig,pig,pig,,pig,pig
A2,16,98,95,95,95,54,its a big fat pig,dog pig,pig,pig,,,pig,pig
A2,17,101,98,98,98,57,thats the pigs tail,dog pig,pig,child,,,,pig
A2,18,111,102,101,101.5,60.5,hes so soft,dog pig,pig,child,,,pig,pig
A2,19,113,111,111,111,70,theres his nose,dog pig,pig,pig,pig,,pig,
A2,20,117,114,113,113.5,72.5,the pigs nose and ears,dog pig,pig,pig,pig,,pig,pig
A2,21,119,117,117,117,76,nose,dog pig,pig,pig,pig,,pig,pig
A2,22,122,119,119,119,78,yeah love that pig,pig,pig,pig,pig,,pig,pig
A2,23,132,122,122,122,81,love that piggy,dog pig,pig,,,,,pig
A2,24,134,132,132,132,91,is that the doggy,dog pig,dog,child,child,,dog,
A2,25,136,134,134,134,93,whats the doggy say,dog pig,dog,child,child,,dog,
A2,26,137,136,136,136,95,whats the doggy say,dog pig,dog,child,,,,dog
A2,27,139,138,138,138,97,yeah doggy,dog pig,dog,child,,,,dog
A2,28,141,140,739,140.5,99.5,he says woof,dog pig,dog,child,,,,dog pig
A2,29,144,141,140,140.5,99.5,doggy says woof woof woof woof,dog pig,dog,child,,,mom,dog pig
A2,30,150,145,144,144.5,103.5,woof woof woof,dog pig,dog,child,,,,dog pig
A2,31,151,149,150,150.5,109.5,oh  wheres the doggy,pig,dog,child,,,mom,pig
A2,32,154,152,152,152,111,wheres the doggy,pig,dog,child,,,mom,pig
A2,33,155,154,154,154,113,wheres the doggy,pig dog,dog,child,,,mom,pig
A2,34,157,156,156,156,115,there he is,pig dog,dog,dog,,,dog,pig
A2,35,162,157,157,157,116,theres the doggy,,dog,child,,,mom,
A2,36,163,162,161,162.5,121.5,wheres the doggys tail,,dog,child,,,,
A2,37,165,163,163,163,122,oh,,,child,,,mom,
A2,38,168,165,165,165,124,wheres the doggy,pig,dog,child,,,mom,
A2,39,174,169,167,168,127,wheres the doggy,pig,dog,child,,,mom,
A2,40,176,175,174,175.5,134.5,is that the pig,pig,pig,pig,pig,,pig,
A2,41,196,176,175,175.5,134.5,goes oink oink oink,pig,pig,child,pig,,pig,
A2,42,199,193,193,193,152,ah choo  ah choo,pig dog,,child,child,,,
A2,43,201,200,200,200,159,the piggy,pig dog,pig,pig,child,,pig,pig
A2,44,227,202,201,201.5,160.5,the pig,pig dog,pig,child,child,,pig,
A2,45,229,228,227,228.5,187.5,jonathan look at the car,truck car,car,car,,car,,
A2,46,233,230,229,229.5,188.5,ha look at the car,truck car,car,child,car,,car,
A2,47,236,233,233,233,192,vroom vroom,truck car,car,car,car,,car,
A2,48,240,236,236,236,195,vroom,truck car,car,car,car,,car,
A2,49,243,240,240,240,199,see that red car,truck car,car,child,,,,car
A2,50,245,243,243,243,202,thats hard,truck car,car,car,car,,,
A2,51,247,245,245,245,204,and the truck,truck car,truck,truck,,,truck,
A2,52,257,247,247,247,206,the truck,truck car,truck,truck,,truck,truck,truck
A2,53,261,257,257,257,216,see the wheel,truck car,truck,car,,car,car,car
A2,54,267,262,261,261.5,220.5,it goes round and around,truck car,truck,car,,,car,car
A2,55,272,267,267,267,226,round and around,truck car,truck,car,,,car,car
A2,56,276,270,273,274.5,233.5,can you make the car go vroom vroom,truck car,car,child,,,truck,car
A2,57,280,277,276,276.5,235.5,can i have the car please,truck car,car,child,,,car,car
A2,58,283,281,281,281,240,can i have the car,truck car,car,child,,,mom,car
A2,59,288,283,284,283.5,242.5,thank you,truck car,,child,car,,car,car
A2,60,292,288,288,288,247,thank you,truck car,,child,car,,car,car
A2,61,293,292,291,292.5,251.5,thank you,truck car,,child,car,,car,car
A2,62,297,293,293,293,252,hard to let it go,truck car,car,,,,car,car
A2,63,301,297,297,297,256,whats the truck do,truck car,truck,truck,truck,,truck,car
A2,64,327,300,301,300.5,259.5,can you make the truck go,truck car,truck,truck,truck,,truck,car
A2,65,328,328,327,328,287,see the wheel,truck car,car,child,car,,car,car
A2,66,336,329,329,329,288,it goes round and around,truck car,car,child,car,,car,car
A2,67,338,336,336,336,295,does that taste good,truck car,car,child,,,mom,car
A2,68,344,338,338,338,297,yuck yuck,truck car,car,child,,,mom,car
A2,69,369,345,345,345,304,is that a red car,truck car,car,child,,,car,car
A2,70,372,370,369,369.5,328.5,is that the truck,truck car,truck,child,,truck,truck,car truck
A2,71,375,372,372,372,331,truck,truck car,truck,child,,,truck,car truck
A2,72,392,376,375,375.5,334.5,you see the car go vroom vroom vroom vroom vroom,truck car,car,car,car,,car,truck
A2,73,396,393,392,392.5,351.5,no not with trucks thats new,truck car,truck,,,,car,car
A2,74,400,396,396,396,355,i mean he hears them outside and we go out and look and stuff but not not the,,truck,,,,mom,car
A2,75,406,401,400,400.5,359.5,in fact that little truck that carries those shaky things thats kind of his first truck,,truck,,,,,
A2,76,409,407,407,407,366,but he doesnt have any of these kinds of things yet,,truck car,child,truck,,,mom
A2,77,412,411,410,411.5,370.5,yeah we dont want to touch that one,truck,microphone,child,child,,,mom
A2,78,413,412,412,412,371,see the truck,truck car,truck,truck,truck,,,mom
A2,79,416,414,413,413.5,372.5,weeee it goes,truck car,truck,truck,truck,,,
A2,80,429,417,417,417,376,and the cookie,truck car,cookie,truck,,truck,,
A2,81,430,429,429,429,388,wheres the car,truck car,car,child,child,,,mom
A2,82,432,430,430,430,389,jonathan wheres the car,truck car,car,child,child,,,mom
A2,83,435,433,432,432.5,391.5,ha there it is,car truck,car,child,child,,car,
A2,84,438,435,435,435,394,good boy,car truck,,child,child,,,
A2,85,442,438,438,438,397,can you get it,car truck,car,child,child,,,
A2,86,448,443,442,442.5,401.5,likes that car,car truck,car,child,,,,car
A2,87,464,449,448,448.5,407.5,when he hears cars outside he calls them kind of vraaa,car truck,car,child,child,,mom,car
A2,88,465,465,464,465,424,may i have the car please,car truck box brush,car,child,child,,box brush,car
A2,89,493,487,465,490,449,likes the box,box brush truck,box,child,child,,box,
A2,90,495,494,494,494,453,is that a brush,box brush,brush,child,,,,box brush
A2,91,511,495,495,495,454,wheres the brush,box brush,brush,child,,,box,box brush
A2,92,513,511,511,511,470,open,box brush,box,child,,,box,box
A2,93,516,513,513,513,472,open the box,box brush,box,child,,,box,box
A2,94,520,516,516,516,475,close the box,box brush,box,box,,,box,box
A2,95,535,520,520,520,479,open,box brush,box,box,,,box,box
A2,96,536,535,535,535,494,jonathan wheres the brush,box,brush,child,,,box,
A2,97,538,537,536,537.5,496.5,wheres the brush,box brush,brush,child,,,,box
A2,98,540,538,538,538,497,there it is,box brush,brush,child,,,brush,box
A2,99,548,540,540,540,499,brush,box brush,brush,child,,,brush,box brush
A2,100,557,549,549,549,508,will you brush your hair,box brush,brush,brush,,,brush,box brush
A2,101,558,557,558,558,517,here going to brush your hair,box brush,brush,brush,brush,,box,box
A2,102,563,558,559,558.5,517.5,brush brush brush,box,brush,brush,brush,,box,box
A2,103,571,564,564,564,523,heres the brush,box brush,brush,brush,brush,,box,box
A2,104,575,571,571,571,530,you taking a drink,box brush,,child,,,mom,box
A2,105,608,576,576,576,535,are you having a drink,box brush,,child,,,box,box
A2,106,615,609,608,608.5,567.5,ewwww yuck,box brush,,brush,brush,,,
A2,107,625,616,616,616,575,you put it in the box,box,box,brush,brush,,brush,box
A2,108,629,626,626,626,585,now you have the box,box,box,child,,,,box
A2,109,661,633,631,632,591,doesnt taste too good,box,brush,child,,,brush,brush
A2,110,667,661,662,661.5,620.5,noisy noisy,box brush,box,child,box,,box,brush
A2,111,669,668,667,668.5,627.5,doesnt taste too good,box brush,box,brush,,,brush,
A2,112,673,670,670,670,629,is that yucky,box brush,brush,child,brush,,brush,
A2,113,675,674,675,675,634,its a brush,box brush,brush,brush,brush,,brush,
A2,114,684,675,676,675.5,634.5,brush,box brush,brush,child,,,brush,brush
A2,115,694,685,684,684.5,643.5,can you put this in the box,box brush,brush box,box brush,box brush,,brush,
A2,116,695,694,694,694,653,can you put it in,box brush,brush box,child,box,,box,
A2,117,696,696,696,696,655,put it in the box,box brush,brush box,box,box,box,box,box
A2,118,702,697,697,697,656,put the brush in the box,box brush,brush box,child,brush,,box,box
A2,119,710,702,702,702,661,you want the brush,box brush,brush,child,brush,,box,box
A2,120,713,710,710,710,669,open and close,box brush,box,box,,,box,box
A2,121,714,713,713,713,672,open,box brush,box,box,,,box,box
A2,122,706,715,715,715,674,close,box brush,box,box,,,box,box
A2,123,717,717,716,717,676,open,box brush,box,box,,,box,box
A2,124,765,718,717,717.5,676.5,close the box,box brush,box,child,,,box,box
A2,125,774,765,765,765,724,theres your book and your ball,box brush book ball,book ball,book ball,book ball,,book ball,box
A2,126,776,774,774,774,733,jonathan wheres your ball,box book ball,ball,child,,,,box
A2,127,779,776,776,776,735,wheres your ball,box book ball,ball,child,child,,,box
A2,128,781,779,779,779,738,wheres your ball,box book ball,ball,child,,,,box
A2,129,784,782,781,781.5,740.5,ha  wheres your ball,box book ball,ball,child,,,box,
A2,130,785,784,784,784,743,there it is,box book ball,ball,child,,,mom,ball
A2,131,786,785,785,785,744,yeah,box book ball,ball,ball,,,,
A2,132,791,786,786,786,745,whoops and there it goes,box ball,ball,ball,,,mom,
A2,133,793,791,791,791,750,wanna play ball,book ball,ball,child,ball,,book,
A2,134,801,793,793,793,752,and theres your book,book ball,book,book,ball,,book,book
A2,135,805,802,802,802,761,thats a great book about the bunny,book ball,book bunny,,,,book,book
A2,136,808,805,805,805,764,is that your book,book ball,book,child,,,book,book
A2,137,813,809,809,809,768,wanna read your book,book ball,book,child,,,book,book
A2,138,817,814,814,814,773,heres your book,book ball,book,book,book,,book,book
A2,139,820,817,817,817,776,oh lets turn it around,book ball,book,book,book,,book,
A2,140,827,820,820,820,779,theres your book,book ball,book,book,book,,book,
A2,141,828,827,827,827,786,wheres the bunny,book ball,bunny,child,book,,,
A2,142,829,828,828,828,787,wheres the bunny,book ball,bunny,book,book,,book,
A2,143,831,830,829,830.5,789.5,theres the bunny,book ball,bunny,book,book,,book,book
A2,144,832,832,831,832,791,soft,book ball,bunny,book,book,,ball,
A2,145,838,833,833,833,792,you wanna play ball,ball,ball,child,,,mom,ball
A2,146,868,838,838,838,797,can you throw the ball,ball,ball,child,,,mom,
