video,utt.num,time.coder1,time.coder2,time.coder3,time.agg,time.agg.adj,utt,objects.present,objects.referred,mom.eyes,mom.hands,mom.point,kid.eyes,kid.hands
A32,1,533,533,533,533,0,do you want to walk to the pig,dog pig,pig,child,child,,pig,
A32,2,535,534,535,535,2,walk to the piggy,dog pig,pig,pig,child,,pig,
A32,3,536,536,536,536,3,take a step,dog pig,,pig,child,,pig,
A32,4,537,538,537,537,4,come on,dog pig,,pig,child,,pig,
A32,5,540,540,540,540,7,walk to the pig,dog pig,pig,pig,child,,pig,
A32,6,551,552,551,551,18,youre supposed to play with the toys,,dog pig,child,child,,mom,
A32,7,557,557,557,557,24,well alright,dog pig,,child,child,,pig,pig
A32,8,558,559,558,558,25,well alright ill give it one more try,pig,,child,child,,pig,pig
A32,9,565,580,565,565,32,aaaaa poo,dog pig,,child,child,,,
A32,10,585,588,585,585,52,wa wa,dog pig,,child,dog,,dog,pig
A32,11,589,590,589,589,56,yeow,dog,,child,dog,,,
A32,12,591,592,591,591,58,little ol baby,dog,,child,dog,,dog,
A32,13,595,596,595,595,62,no no,,,child,dog,,,
A32,14,596,597,596,596,63,you dont want that in your mouth,,,child,dog,,,
A32,15,605,606,605,605,72,no shoes,pig,,pig,pig,,,
A32,16,606,607,606,606,73,no shoes,pig,,pig,pig,,,
A32,17,608,609,608,608,75,only pigs,pig,pig,pig,pig,,,
A32,18,622,622,622,622,89,oh boring,,,child,pig,,,
A32,19,623,623,623,623,90,okay,,,child,pig,,,
A32,20,628,640,628,628,95,me me me me,pig,,child,pig,,pig,
A32,21,632,642,632,632,99,me me me me me,pig,,child,pig,,pig,pig
A32,22,634,644,634,634,101,me me me me me me me,pig,,child,pig,,pig,pig
A32,23,645,646,645,645,112,yeah,pig,,child,pig,,,pig
A32,24,648,648,648,648,115,what was that,pig,,child,pig,,,pig
A32,25,651,652,651,651,118,cant you say your best words,pig,,child,child pig,,pig,pig
A32,26,654,656,654,654,121,huh,pig,,child,child pig,,,pig
A32,27,667,667,667,667,134,oh fuzz in your mouth,pig,,child,child pig,,,pig
A32,28,669,669,669,669,136,blah,pig,,child,child pig,,,pig
A32,29,670,670,670,670,137,blah,pig,,child,child pig,,,pig
A32,30,671,672,671,671,138,ooooo,pig,,child,child pig,,,pig
A32,31,672,675,672,672,139,yes that was we were supposed to keep this,pig,pig,pig,pig,,pig,pig
A32,32,674,676,674,674,141,oh my god shes got a vice grip on it,pig,pig,pig,pig,,pig,pig
A32,33,677,678,677,677,144,out of her mouth because its dirty,pig,pig,child,pig,,pig,
A32,34,679,680,679,679,146,its really dirty,pig,pig,child,pig,,pig,
A32,35,681,682,681,681,148,come here,pig,,child,child,,mom,
A32,36,689,690,689,689,156,how about just scratching it like you do the kitty cats,dog,dog,child,child,,dog,dog
A32,37,693,692,693,693,160,yeah,dog,,child,child,,,dog
A32,38,695,695,695,695,162,or you could shake it,dog pig,dog,child,child,,,dog
A32,39,698,700,698,698,165,very good,dog pig,,child,child,,,dog
A32,40,700,701,700,700,167,it doesnt make any noise,dog pig,dog,child,child,,,dog
A32,41,703,704,703,703,170,but the kitty would,,,child,child,,,dog
A32,42,705,706,705,705,172,yeah,,,child,child,,,dog
A32,43,722,720,722,722,189,well,,,child,child,,,dog
A32,44,724,724,724,724,191,sure,,,child,child,,,
A32,45,725,725,725,725,192,you want to see the car again,pig,,child,child,,,
A32,46,726,728,726,726,193,lookey,pig car truck,,car truck,,,,
A32,47,732,732,732,732,199,what do you want,pig car truck,,car truck,dog,,car,car
A32,48,733,734,733,733,200,the jaguar,pig car truck,car,car truck,,,car,car
A32,49,748,749,748,748,215,not the watch,,,truck,truck,,truck,mom
A32,50,749,751,749,749,216,not the watch,truck,,truck,truck,,truck,mom
A32,51,752,752,752,752,219,waa,truck,,truck,truck,,,mom
A32,52,757,758,757,757,224,oh you cant have that,,,child,truck,,,mom
A32,53,760,762,760,760,227,its not water resistant,truck,,child,child truck,,mom,mom
A32,54,762,764,762,762,229,no,truck,,child,child truck,,mom,mom
A32,55,765,766,765,765,232,whaty whaty whaty,truck,,,truck,,mom,mom
A32,56,768,767,768,768,235,look at that,truck,truck,,,,mom,mom
A32,57,769,769,769,769,236,its yours,,,child,,,mom,mom
A32,58,770,771,770,770,237,its yours,,,child,,,mom,mom
A32,59,774,775,774,774,241,what do you want angel,,,child,,,mom,mom
A32,60,776,778,776,776,243,huh,,,child,,,mom,mom
A32,61,779,780,779,779,246,what do you want,truck,,child,,,mom,mom
A32,62,781,782,781,781,248,woop,,,child,child,,,
A32,63,784,785,784,784,251,what,,,child,child,,,
A32,64,786,787,786,786,253,huh,,,child,child
A32,65,787,788,787,787,254,oh,,,child,child
A32,66,789,791,789,789,256,are we feeling a little perkier today hmm,,,child,child
